006c2188,0,0,0,0,4,5,5,5,5,5,6,6,5,4,5,4,4,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,10,13,11,9,10,9,8,5,3,0,0,0,0,0,0,0
006e4b58,0,0,0,0,0,10,13,14,9,7,5,5,8,9,8,5,5,4,4,5,7,9,13,12,9,0,0,0,0,0,0,0,0,0,3,8,9,10,10,12,9,9,12,10,12,13,13,10,10,5,3,3,0,0,0,0
0071e2ca,0,0,0,0,0,8,10,10,8,6,8,5,5,7,6,5,4,3,4,4,5,7,8,7,4,0,0,0,0,0,0,0,0,0,0,0,3,6,11,12,13,13,15,14,14,13,7,3,0,0,0,0,0,0,0,0
00756441,0,0,0,0,0,0,12,15,16,7,5,5,4,5,7,8,8,7,6,3,3,5,10,10,8,6,0,0,0,0,0,0,0,0,0,4,6,11,14,12,13,13,12,12,13,13,10,3,3,3,3,3,2,0,0,0
0078b468,0,0,0,0,0,0,0,12,14,15,15,5,7,7,7,7,8,8,8,12,11,8,2,0,0,0,0,0,0,0,0,0,0,8,12,13,4,3,4,4,6,7,6,7,8,7,8,7,8,9,10,9,6,0,0,0
0079cd66,0,0,0,0,0,0,8,9,13,13,10,9,9,9,9,9,6,5,4,5,6,7,7,6,6,5,0,0,0,0,0,0,0,0,3,5,7,9,9,8,6,7,14,16,20,18,17,11,5,0,0,0,0,0,0,0
0085d69b,0,0,0,0,3,4,4,3,3,4,7,8,8,14,15,15,11,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,6,7,11,15,17,13,13,7,4,3,3,0,0,0,0,0,0
008e2b60,0,0,0,0,0,3,7,10,13,11,9,9,9,8,10,8,10,11,10,15,11,9,5,0,0,0,0,0,0,0,0,0,0,7,8,9,11,8,8,9,9,8,8,7,7,7,7,8,9,9,12,10,7,0,0,0
0095a64d,0,0,0,0,0,8,10,11,14,13,10,11,9,10,9,10,10,11,12,11,10,13,12,10,9,0,0,0,0,0,0,0,0,8,10,12,14,15,14,11,9,10,10,10,11,11,10,11,12,12,11,8,4,0,0,0
009a5c86,0,0,0,5,6,9,10,10,4,4,4,8,11,12,11,4,4,13,15,15,14,12,10,0,0,0,0,0,0,0,0,0,0,0,3,5,9,9,10,13,12,12,12,14,14,20,19,16,12,1,0,0,0,0,0,0
00a04d1d,0,0,0,6,9,10,11,8,6,5,5,5,8,11,12,12,12,12,14,16,17,15,8,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,15,16,15,16,17,18,17,15,14,12,6,5,4,4,2,0,0,0
00a54168,0,0,0,0,0,0,0,8,10,11,12,8,6,7,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,4,6,9,10,13,13,13,13,13,11,8,2,0,0,0,0,0,0,0,0
00b2861c,0,0,0,0,0,7,10,12,13,13,13,11,9,8,7,8,9,9,9,9,9,9,9,9,7,0,0,0,0,0,0,0,0,7,8,8,8,8,9,13,14,17,17,15,12,8,8,8,7,7,6,6,4,0,0,0
00b94986,0,0,0,0,0,0,10,12,12,13,10,9,11,9,9,11,10,10,9,7,5,5,5,4,4,4,0,0,0,0,0,0,0,0,4,6,7,10,8,7,8,14,16,18,20,17,14,11,7,2,0,0,0,0,0,0
00bb0875,0,0,0,0,0,6,7,9,11,9,10,10,10,7,8,4,3,3,3,5,9,12,11,10,7,0,0,0,0,0,0,0,0,0,5,6,7,7,10,9,14,15,14,12,11,11,10,10,8,5,0,0,0,0,0,0
00c78c95,0,0,0,0,0,0,0,10,10,11,11,8,8,8,8,8,7,4,4,5,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,6,10,10,9,9,12,15,17,15,13,9,4,0,0,0,0,0,0,0,0
00cc337c,0,0,0,0,0,0,9,11,13,13,11,13,14,13,11,7,6,6,6,7,7,6,6,6,5,5,0,0,0,0,0,0,0,0,0,3,6,12,16,17,18,18,15,14,15,12,11,8,6,4,0,0,0,0,0,0
00d7b6e9,0,0,0,0,2,3,3,5,7,6,6,5,6,6,11,14,16,16,6,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,4,6,8,10,11,8,5,3,3,5,20,20,8,5,5,2,0,0,0,0,0,0
00da5094,0,0,0,0,0,4,10,12,13,9,5,6,7,11,12,10,7,3,7,10,15,12,6,0,0,0,0,0,0,0,0,3,3,4,3,3,3,5,8,10,10,10,11,10,12,14,15,13,11,6,5,0,0,0,0,0
00ddf248,0,0,0,0,6,8,11,12,12,10,5,7,10,11,13,13,5,4,5,10,14,15,13,12,0,0,0,0,0,0,0,0,2,5,5,5,12,12,12,12,12,14,14,17,19,19,18,12,6,0,0,0,0,0,0,0
00e5d0ef,0,0,3,3,3,3,3,3,3,3,3,7,10,10,10,10,9,8,10,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,20,16,8,7,8,8,8,9,8,5,0,0,0,0,0,0
00e78de1,0,0,0,0,2,4,4,5,5,4,5,4,6,5,6,6,7,6,6,5,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,7,7,9,7,8,8,8,8,7,5,4,0,0,0,0,0,0
00ef3e28,0,0,4,5,5,5,6,5,5,4,11,11,13,14,13,13,12,14,14,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,16,12,16,16,16,15,13,9,9,9,10,8,6,0,0,0,0,0
00f32ab6,0,0,0,0,0,0,8,11,11,6,7,7,7,12,14,13,6,3,4,4,3,3,3,4,4,4,0,0,0,0,0,0,0,0,3,6,8,8,7,7,6,6,5,9,14,17,20,13,5,0,0,0,0,0,0,0
011244b3,0,0,0,0,0,10,12,13,12,5,8,8,9,8,10,10,10,5,4,5,9,10,9,8,6,0,0,0,0,0,0,0,0,0,0,3,4,8,13,16,16,14,16,18,20,18,16,9,0,0,0,0,0,0,0,0
0115221f,0,0,0,0,0,8,12,13,8,5,3,5,6,6,4,3,2,3,3,3,4,7,12,11,8,0,0,0,0,0,0,0,0,3,4,4,3,3,5,9,10,13,13,16,13,8,4,3,3,3,3,3,3,0,0,0
011a3a9b,0,0,0,0,0,9,12,13,11,8,7,8,9,11,8,5,7,9,8,7,7,10,12,11,9,0,0,0,0,0,0,0,0,0,0,5,8,11,17,16,16,13,11,13,15,19,16,12,9,0,0,0,0,0,0,0
011f3073,0,0,0,0,8,11,11,12,11,4,5,5,5,5,5,12,18,20,20,20,16,8,5,0,0,0,0,0,0,0,0,0,0,0,7,11,12,13,13,13,12,15,15,16,16,15,10,5,5,5,4,5,5,4,0,0
011ff3a3,0,0,0,0,0,0,0,7,10,12,11,9,12,13,11,9,5,4,3,4,3,4,3,4,4,3,4,0,0,0,0,0,0,0,0,2,5,8,10,11,13,13,15,14,13,11,10,7,3,0,0,0,0,0,0,0
0120db3c,0,0,0,0,8,11,13,14,11,8,9,8,9,7,6,7,6,9,10,14,19,18,14,10,0,0,0,0,0,0,0,0,0,4,4,4,12,13,11,13,11,13,13,17,18,17,16,14,11,9,4,4,3,0,0,0
0131588f,0,0,0,0,0,0,9,11,11,6,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4,3,0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,9,15,20,19,17,3,0,0,0,0,0,0,0,0,0
01316cbd,0,0,0,5,7,9,10,11,12,11,9,10,8,4,4,7,11,13,14,15,16,15,10,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,17,17,15,13,14,16,18,15,14,11,6,5,2,0,0,0,0,0
01323a27,0,0,0,0,0,0,7,11,14,13,13,12,11,12,12,13,13,12,10,7,6,6,7,7,6,4,0,0,0,0,0,0,0,6,8,11,12,10,9,10,12,12,16,16,13,9,11,14,13,10,4,0,0,0,0,0
013fa00d,0,0,0,5,8,10,9,7,8,7,6,5,5,11,11,12,13,11,11,14,19,16,12,0,0,0,0,0,0,0,0,0,0,8,11,12,12,9,9,9,9,8,8,12,12,13,12,11,9,11,9,9,7,0,0,0
01406fd2,0,0,0,7,11,14,11,5,6,6,5,5,4,4,4,10,15,17,10,10,19,17,13,0,0,0,0,0,0,0,0,0,0,5,10,13,14,9,10,12,11,10,10,9,9,9,10,9,9,10,9,9,6,0,0,0
01493760,0,0,0,0,11,13,14,6,7,12,12,11,13,7,6,6,7,7,7,10,16,15,12,10,0,0,0,0,0,0,0,0,0,0,9,14,12,11,11,11,11,13,14,16,17,19,17,13,8,6,0,0,0,0,0,0
014f5f2a,0,0,0,0,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,20,20,17,0,0,0,0,0,0,0,0,0,0,0
0153b074,0,0,0,0,0,0,6,14,15,16,10,6,5,7,8,9,10,6,14,15,14,13,10,0,0,0,0,0,0,0,0,0,0,3,5,5,8,11,13,15,15,14,13,13,12,11,10,8,6,4,4,4,4,0,0,0
01549fe5,0,0,2,4,6,6,5,6,5,8,11,13,14,15,15,15,15,17,16,15,13,10,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,19,20,14,10,7,9,11,12,12,13,12,12,10,7,5,0,0,0,0
017e8521,0,0,0,0,0,0,0,10,12,14,13,9,9,8,8,8,7,4,4,5,4,4,5,5,4,4,4,0,0,0,0,0,0,0,8,9,10,9,6,3,4,4,9,12,20,20,16,11,0,0,0,0,0,0,0,0
0187b309,0,0,6,7,8,6,4,5,7,5,3,4,4,8,13,15,14,11,9,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,11,10,12,12,9,11,11,12,12,11,10,9,3,3,3,0,0,0,0
01939b99,0,0,0,0,7,9,9,10,10,10,10,8,9,7,7,7,8,8,8,9,9,11,11,9,0,0,0,0,0,0,0,0,0,4,9,14,15,12,11,8,7,5,4,7,9,9,10,12,12,12,10,6,0,0,0,0
019663cf,0,0,0,0,0,0,9,12,13,12,10,11,10,9,9,8,8,9,9,10,9,9,8,11,9,6,0,0,0,0,0,0,0,0,9,14,14,16,18,19,10,7,6,5,5,7,9,9,10,12,12,9,0,0,0,0
01a449ad,0,0,0,0,0,13,16,16,16,13,7,8,7,7,8,11,12,13,12,4,7,15,15,14,12,0,0,0,0,0,0,0,0,0,3,8,12,14,15,15,16,16,17,18,19,18,18,15,13,5,4,0,0,0,0,0
01a6f44d,0,0,0,0,0,0,13,14,10,4,4,4,5,4,3,6,10,10,8,7,4,3,3,2,2,3,0,0,0,0,0,0,0,0,4,3,6,5,6,5,12,13,12,12,11,12,10,8,0,0,0,0,0,0,0,0
01aae64f,0,0,0,7,9,9,6,3,3,3,9,10,10,3,3,3,3,8,9,12,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,16,15,14,10,9,11,11,11,14,10,6,0,0,0,0,0,0
01ab31ee,0,0,0,0,5,6,8,9,10,9,9,10,5,4,5,5,6,8,11,14,15,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,15,18,16,17,17,17,12,5,4,4,3,3,3,0,0,0,0
01b165f6,0,0,0,0,5,6,6,6,6,6,6,6,5,6,6,6,6,6,7,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,20,20,20,20,14,0,0,0,0,0,0,0,0,0,0
01b3d16e,0,0,0,0,4,5,6,6,6,6,6,6,7,6,8,9,7,8,6,9,7,8,6,5,0,0,0,0,0,0,0,0,2,5,5,5,5,7,7,7,8,8,9,8,9,10,9,9,7,6,5,0,0,0,0,0
01bad6e0,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,5,6,5,5,6,6,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,9,11,11,11,12,10,6,5,3,1,0,0,0,0,0,0
01c46793,0,0,0,0,8,9,8,6,4,3,4,3,3,3,3,3,3,3,5,7,9,9,8,7,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,4,11,18,19,14,5,4,4,3,3,2,2,0,0,0,0,0
01d45bef,0,0,0,0,0,3,6,7,8,7,8,9,15,15,15,12,11,9,7,4,4,3,5,5,5,0,0,0,0,0,0,0,0,4,7,8,10,12,11,9,3,3,6,11,13,13,14,11,12,7,4,0,0,0,0,0
01d4ee50,0,0,5,5,6,5,5,5,5,6,6,5,4,9,12,12,13,12,11,11,11,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,8,7,10,12,12,13,13,14,15,12,10,7,6,0,0,0,0,0,0
01d5f335,0,0,0,0,8,10,12,6,4,5,4,7,6,9,10,7,5,3,4,8,9,17,15,11,0,0,0,0,0,0,0,0,0,2,3,5,7,7,9,10,10,12,13,17,15,11,12,8,8,7,4,0,0,0,0,0
01dce2a2,0,0,0,0,0,0,0,0,20,20,20,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,20,20,12,3,0,0,0,0,0,0,0
01e5fe8b,0,0,0,0,0,0,0,6,18,18,17,12,4,5,5,5,5,4,4,4,5,4,4,5,5,5,4,0,0,0,3,4,4,4,3,3,4,4,4,4,4,8,11,18,20,19,13,9,0,0,0,0,0,0,0,0
01ea3e57,0,0,0,0,0,6,11,14,13,7,7,8,9,4,4,4,4,4,7,7,10,12,11,10,1,0,0,0,0,0,0,0,0,5,6,6,5,7,7,9,9,10,13,18,15,12,9,4,4,3,4,4,3,0,0,0
01fb6396,0,0,0,0,0,11,14,16,11,8,9,11,11,9,8,8,10,9,8,7,6,10,12,11,7,0,0,0,0,0,0,0,0,0,0,6,13,17,16,12,11,13,13,15,16,15,13,13,8,6,5,4,0,0,0,0
01fb6bbc,0,0,0,0,6,6,7,7,8,9,7,9,8,6,5,6,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,18,17,15,18,18,13,7,3,0,0,0,0,0,0,0,0
01fda0be,0,0,0,0,0,5,8,8,7,5,8,10,10,8,7,5,3,3,2,3,7,6,10,10,7,0,0,0,0,0,0,0,0,0,3,3,4,2,11,13,12,10,11,11,10,11,8,10,9,4,0,0,0,0,0,0
0202f2d6,0,0,0,0,0,12,11,11,6,5,7,9,11,12,6,5,4,4,8,9,10,14,13,12,9,0,0,0,0,0,0,0,0,0,4,6,11,13,11,13,13,13,13,12,15,15,15,12,9,2,1,0,0,0,0,0
020397bc,0,0,0,0,8,10,12,14,13,13,13,12,9,8,10,9,9,9,8,10,15,16,13,11,0,0,0,0,0,0,0,0,0,3,11,15,18,20,13,12,12,10,7,8,9,9,9,12,14,14,12,10,4,0,0,0
0206fd36,0,0,0,0,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,20,20,6,0,0,0,0,0,0,0,0,0,0,0
02081b9f,0,0,0,8,10,12,13,10,7,4,4,4,4,4,4,5,12,13,15,17,16,13,9,0,0,0,0,0,0,0,0,0,0,0,5,7,10,11,12,12,11,11,10,10,12,18,18,16,10,4,4,3,0,0,0,0
020f1b2d,0,0,0,0,8,8,6,5,3,4,8,10,12,11,8,3,4,6,8,9,8,11,9,6,0,0,0,0,0,0,0,0,0,0,0,5,6,9,9,9,12,12,11,11,11,16,17,13,6,0,0,0,0,0,0,0
0211c482,0,0,0,0,4,6,7,5,8,9,9,7,7,8,7,7,5,7,6,7,7,9,8,6,0,0,0,0,0,0,0,0,0,0,0,6,11,13,12,7,7,8,9,10,13,16,13,11,3,0,0,0,0,0,0,0
0213c36a,0,0,0,0,0,0,0,2,7,18,18,17,6,2,6,10,13,14,11,7,3,3,3,3,1,0,0,0,0,0,0,4,5,4,4,4,4,7,7,7,7,7,7,8,8,14,16,15,8,4,4,0,0,0,0,0
0216eb47,0,0,0,0,4,6,8,8,8,7,6,6,10,9,7,6,4,5,5,7,8,16,13,9,0,0,0,0,0,0,0,0,0,5,6,5,7,8,9,9,10,8,10,9,11,11,10,12,11,9,2,0,0,0,0,0
021ceb92,0,0,0,0,0,5,8,10,11,13,14,15,13,12,11,12,11,11,8,11,14,13,12,11,6,0,0,0,0,0,0,0,0,0,0,10,15,18,19,18,19,17,12,10,12,14,14,15,13,10,5,0,0,0,0,0
021ecb1c,0,0,0,0,0,8,11,13,11,4,4,9,11,9,4,3,3,3,5,5,7,8,9,8,7,0,0,0,0,0,0,0,0,0,0,3,8,13,12,12,11,9,11,13,16,14,10,4,3,3,0,0,0,0,0,0
022a93a9,0,0,0,0,2,6,7,9,8,5,5,5,4,5,4,4,6,5,5,6,7,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,8,16,13,7,7,6,5,6,7,8,8,14,10,3,0,0,0,0,0,0
022d95f3,0,0,0,0,0,0,0,5,9,11,12,10,10,8,7,14,16,20,20,19,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,8,10,11,9,11,11,11,12,13,13,11,9,4,4,4,4,0,0,0
02326e3a,0,0,0,0,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,7,9,10,8,6,0,0,0,0,0,0,0,0,0
0232bbff,0,0,0,0,0,5,13,14,11,9,6,6,5,5,5,6,5,6,6,6,8,8,13,11,7,0,0,0,0,0,0,0,0,0,10,15,12,8,7,7,6,5,6,6,5,6,8,8,13,16,12,5,0,0,0,0
02361a20,0,0,0,0,0,6,10,12,10,10,12,12,6,9,10,10,10,11,12,14,14,11,9,0,0,0,0,0,0,0,0,0,3,4,4,5,6,10,12,13,13,13,16,17,16,15,14,9,7,5,3,3,0,0,0,0
0237fe16,0,0,0,0,0,3,3,4,5,5,5,5,5,6,14,13,12,4,3,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,3,11,9,3,3,3,3,3,3,2,20,20,20,6,0,0,0,0,0,0,0,0
023e8651,0,0,3,4,4,4,4,4,4,4,3,4,5,8,13,13,13,10,13,11,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,15,16,15,15,12,10,8,8,8,5,3,0,0,0,0,0,0
023efe5d,0,0,0,0,0,0,0,7,14,15,16,16,12,10,10,5,5,5,6,5,6,5,5,5,6,5,4,0,0,0,0,0,0,0,3,4,8,10,13,13,12,12,10,11,11,11,11,9,7,7,6,4,0,0,0,0
0246fce1,0,0,0,0,0,0,11,12,7,6,3,3,3,6,9,10,5,4,2,2,2,3,4,9,8,7,0,0,0,0,0,0,0,0,0,0,4,11,12,13,8,7,7,8,10,12,13,11,0,0,0,0,0,0,0,0
0250378b,0,0,0,0,3,4,4,4,5,5,6,5,5,5,5,5,5,6,5,6,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,9,9,9,10,9,7,8,7,7,5,2,0,0,0,0,0,0
0251d72a,0,0,0,0,6,8,10,12,14,16,13,15,14,12,10,9,10,9,12,13,16,15,14,11,0,0,0,0,0,0,0,0,0,0,11,14,16,16,13,13,13,14,15,11,12,11,15,17,16,13,11,8,0,0,0,0
02583e46,0,0,0,0,0,0,4,6,7,7,7,8,10,10,10,13,13,10,7,5,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,2,8,11,14,12,13,18,19,12,10,4,4,5,2,0,0,0,0,0,0
02615d8b,0,0,0,0,0,4,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,20,20,14,0,0,0,0,0,0,0,0,0,0,0
02637fea,0,0,0,0,0,0,11,12,14,13,11,12,10,9,6,8,10,11,12,12,13,12,10,8,0,0,0,0,0,0,0,0,0,4,5,6,7,8,9,14,15,16,17,16,15,14,12,8,7,6,6,5,4,0,0,0
026f0f9d,0,0,3,5,7,7,8,7,8,5,5,6,4,5,6,11,13,14,14,16,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,14,11,9,12,11,12,12,12,12,12,12,10,4,0,0,0,0,0
02733426,0,0,0,0,0,0,0,0,15,17,17,8,4,4,5,4,4,5,4,5,4,3,4,5,5,4,4,4,0,0,0,0,3,3,3,3,3,3,4,9,9,12,14,14,11,12,10,7,5,0,0,0,0,0,0,0
027a516a,0,0,0,0,0,0,7,11,12,9,3,3,4,3,3,4,4,3,3,3,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,3,6,7,9,9,12,10,10,10,10,7,4,0,0,0,0,0,0,0,0
0284b4a7,0,0,0,0,0,4,11,12,14,13,10,13,13,13,12,12,10,10,18,18,16,15,5,0,0,0,0,0,0,0,0,6,6,5,5,5,5,9,13,14,14,16,17,16,16,16,15,14,14,9,4,0,0,0,0,0
0289fb30,0,0,0,0,6,7,9,10,12,13,13,14,13,10,10,10,10,10,11,13,14,12,9,5,0,0,0,0,0,0,0,0,0,6,10,12,14,13,12,12,11,9,11,14,15,15,16,16,11,8,6,0,0,0,0,0
028b8002,0,0,0,0,0,2,2,5,6,6,5,5,11,10,8,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,7,7,5,3,3,7,12,13,11,9,8,5,0,0,0,0,0,0,0,0
028d2699,0,0,0,6,9,11,12,8,8,3,4,4,4,10,12,13,14,12,14,16,17,15,11,0,0,0,0,0,0,0,0,5,6,7,8,7,8,7,7,11,12,13,12,9,11,15,17,17,15,10,6,0,0,0,0,0
028e28f7,0,0,0,0,0,0,0,14,19,19,12,5,5,4,5,4,5,5,5,5,5,5,4,4,4,4,3,0,0,0,0,3,3,3,4,3,4,4,4,3,3,10,12,14,15,13,13,11,8,6,0,0,0,0,0,0
02924fa9,0,0,0,0,0,3,6,8,9,9,9,7,8,9,11,15,14,12,8,5,5,4,5,6,5,0,0,0,0,0,0,0,0,0,6,8,10,12,10,9,9,7,10,10,10,12,13,14,13,5,0,0,0,0,0,0
02932dd9,0,0,0,0,0,0,0,6,10,13,13,6,3,3,3,9,9,9,7,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,3,4,4,4,4,4,8,8,11,16,15,14,10,6,3,0,0,0,0,0,0,0
0293c7f1,0,0,0,0,0,3,3,3,3,6,8,8,8,9,8,11,10,12,9,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,4,6,8,9,11,14,14,9,8,10,9,8,6,3,0,0,0,0,0,0
029b4740,0,0,0,0,0,7,7,6,7,8,7,7,7,8,8,10,13,14,11,10,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,8,11,12,11,11,8,4,3,7,9,12,16,16,11,5,2,0,0,0,0,0
029cbe3f,0,0,0,0,4,6,9,11,11,11,9,5,4,5,4,9,11,12,13,15,15,14,14,7,0,0,0,0,0,0,0,0,0,4,5,6,7,8,11,14,14,13,13,12,15,19,18,16,10,2,2,0,0,0,0,0
02a2c7f4,0,0,0,0,0,0,0,0,15,16,17,17,17,13,10,13,14,16,16,17,13,8,0,0,0,0,0,0,0,0,0,0,0,5,5,8,11,12,14,14,14,14,14,14,14,13,12,11,8,6,5,5,3,0,0,0
