005fd671,36.41015625,0.0464415258291,74,0.094387755102,40.42578125,0.0515634964923,79,0.100765306122,14543,18.549744898,101,0.128826530612,26,7,22,9,1.46153846154
00601459,34.39453125,0.043870575574,75,0.0956632653061,42.97265625,0.0548120615434,83,0.105867346939,15481,19.7461734694,101,0.128826530612,24,5,23,6,1.11764705882
00632856,86.7265625,0.110620615434,141,0.179846938776,66.2421875,0.0844925860969,124,0.158163265306,35884,45.7704081633,193,0.246173469388,23,5,24,5,0.947368421053
0065b69a,52.37109375,0.066799864477,96,0.122448979592,67.04296875,0.0855139907526,105,0.133928571429,29803,38.0140306122,154,0.196428571429,26,7,20,5,1.26666666667
006b075c,40.4609375,0.051608338648,93,0.11862244898,50.7109375,0.0646823182398,104,0.132653061224,16632,21.2142857143,128,0.163265306122,23,4,22,7,1.26666666667
006c2188,53.6484375,0.0684291294643,82,0.104591836735,53.3359375,0.0680305325255,83,0.105867346939,17764,22.6581632653,97,0.123724489796,23,4,20,9,1.72727272727
006e4b58,62.44140625,0.0796446508291,120,0.15306122449,75.50390625,0.0963060028699,136,0.173469387755,24183,30.8456632653,161,0.205357142857,24,5,23,6,1.11764705882
0071e2ca,44.3125,0.0565210459184,89,0.113520408163,45.21875,0.0576769770408,93,0.11862244898,18618,23.7474489796,124,0.158163265306,24,5,19,8,1.72727272727
00756441,56.40625,0.071946747449,103,0.13137755102,78.53125,0.100167410714,126,0.160714285714,25616,32.6734693878,150,0.191326530612,25,6,24,7,1.11764705882
0078b468,57.69140625,0.0735859773597,110,0.140306122449,51.02734375,0.0650858976403,103,0.13137755102,20659,26.3507653061,146,0.186224489796,22,7,24,5,0.789473684211
0079cd66,67.234375,0.0857581313776,113,0.144132653061,72.28125,0.0921954719388,116,0.147959183673,26724,34.0867346939,155,0.197704081633,25,6,20,6,1.35714285714
0085d69b,38.68359375,0.0493413185587,79,0.100765306122,41.84765625,0.0533771125638,80,0.102040816327,21179,27.0140306122,124,0.158163265306,23,4,21,7,1.35714285714
008e2b60,78.6640625,0.100336814413,131,0.167091836735,80.8046875,0.103067203444,142,0.18112244898,26800,34.1836734694,168,0.214285714286,22,5,24,5,0.894736842105
0095a64d,111.4921875,0.142209422832,167,0.213010204082,109.8203125,0.140076929209,162,0.206632653061,40336,51.4489795918,213,0.271683673469,24,5,24,5,1.0
009a5c86,55.0234375,0.0701829559949,82,0.104591836735,78.4609375,0.100077726403,110,0.140306122449,38200,48.7244897959,181,0.230867346939,22,3,21,6,1.26666666667
00a04d1d,64.91015625,0.0827935666454,113,0.144132653061,74.03515625,0.0944325972577,122,0.155612244898,39281,50.1033163265,202,0.257653061224,22,3,24,7,1.11764705882
00a54168,33.30859375,0.0424854512117,71,0.0905612244898,47.30078125,0.0603326291454,86,0.109693877551,18915,24.1262755102,115,0.146683673469,26,7,19,8,1.72727272727
00b2861c,96.8984375,0.123594945791,153,0.195153061224,97.625,0.124521683673,151,0.192602040816,32674,41.6760204082,190,0.242346938776,24,5,24,5,1.0
00b94986,59.37890625,0.0757384008291,106,0.135204081633,59.21484375,0.0755291374362,101,0.128826530612,31543,40.2334183673,169,0.21556122449,25,6,21,6,1.26666666667
00bb0875,74.4609375,0.0949756855867,119,0.151785714286,81.9296875,0.104502152423,124,0.158163265306,28768,36.693877551,154,0.196428571429,24,5,21,6,1.26666666667
00c78c95,30.4609375,0.0388532366071,78,0.0994897959184,48.546875,0.0619220344388,90,0.114795918367,24024,30.6428571429,129,0.164540816327,26,7,19,8,1.72727272727
00cc337c,43.625,0.0556441326531,84,0.107142857143,74.1953125,0.0946368781888,115,0.146683673469,34036,43.4132653061,175,0.223214285714,25,6,21,7,1.35714285714
00d7b6e9,44.9375,0.0573182397959,83,0.105867346939,37.71875,0.0481106505102,84,0.107142857143,22076,28.1581632653,123,0.156887755102,23,4,21,6,1.26666666667
00da5094,71.7109375,0.0914680325255,130,0.165816326531,61.71875,0.0787228954082,117,0.149234693878,24864,31.7142857143,159,0.202806122449,22,5,22,3,0.894736842105
00ddf248,62.56640625,0.0798040896046,116,0.147959183673,59.10546875,0.0753896285077,118,0.150510204082,36135,46.0905612245,196,0.25,23,4,20,4,1.1875
00e5d0ef,55.73828125,0.0710947464923,96,0.122448979592,38.66015625,0.0493114237883,84,0.107142857143,20233,25.8073979592,124,0.158163265306,21,2,21,10,1.72727272727
00e78de1,54.734375,0.0698142538265,81,0.103316326531,53.9375,0.0687978316327,83,0.105867346939,17058,21.7576530612,96,0.122448979592,23,4,21,8,1.46153846154
00ef3e28,51.43359375,0.0656040736607,105,0.133928571429,69.86328125,0.089111328125,121,0.154336734694,33787,43.0956632653,187,0.238520408163,21,2,22,7,1.26666666667
00f32ab6,40.94921875,0.0522311463648,94,0.119897959184,52.30078125,0.0667101801658,99,0.126275510204,22045,28.118622449,134,0.170918367347,25,6,20,6,1.35714285714
011244b3,41.58203125,0.0530383051658,66,0.0841836734694,37.60546875,0.0479661591199,65,0.0829081632653,35779,45.6364795918,171,0.218112244898,24,5,19,7,1.58333333333
0115221f,61.546875,0.0785036670918,104,0.132653061224,64.40625,0.0821508290816,108,0.137755102041,19902,25.3852040816,126,0.160714285714,24,5,24,5,1.0
011a3a9b,39.5546875,0.0504524075255,102,0.130102040816,71.515625,0.0912189094388,129,0.164540816327,30624,39.0612244898,181,0.230867346939,24,5,20,7,1.46153846154
011f3073,63.65234375,0.0811892139668,118,0.150510204082,83.67578125,0.106729312819,136,0.173469387755,39689,50.6237244898,201,0.25637755102,22,4,25,6,0.947368421053
011ff3a3,42.359375,0.054029815051,89,0.113520408163,50.953125,0.0649912308673,97,0.123724489796,21602,27.5535714286,135,0.172193877551,26,7,20,7,1.46153846154
0120db3c,43.07421875,0.0549416055485,106,0.135204081633,80.94921875,0.103251554528,140,0.178571428571,40751,51.9783163265,211,0.269132653061,23,4,24,5,1.0
0131588f,53.2421875,0.0679109534439,84,0.107142857143,32.6484375,0.0416434151786,68,0.0867346938776,17890,22.818877551,103,0.13137755102,25,6,18,7,1.72727272727
01316cbd,47.43359375,0.0605020328444,108,0.137755102041,48.81640625,0.0622658242985,97,0.123724489796,39075,49.8405612245,201,0.25637755102,22,3,22,7,1.26666666667
01323a27,49.2890625,0.0628687021684,113,0.144132653061,64.4453125,0.082200653699,118,0.150510204082,34626,44.1658163265,196,0.25,25,6,22,5,1.11764705882
013fa00d,83.9765625,0.107112962372,145,0.184948979592,76.46875,0.0975366709184,142,0.18112244898,33760,43.0612244898,200,0.255102040816,22,3,24,5,1.0
01406fd2,86.76953125,0.110675422513,142,0.18112244898,81.73828125,0.104258011798,139,0.177295918367,34467,43.9630102041,193,0.246173469388,22,3,24,5,1.0
01493760,63.234375,0.0806560905612,122,0.155612244898,71.015625,0.0905811543367,125,0.15943877551,38336,48.8979591837,202,0.257653061224,23,4,21,6,1.26666666667
014f5f2a,28.859375,0.0368104272959,49,0.0625,16.9453125,0.0216139190051,33,0.0420918367347,18436,23.5153061224,93,0.11862244898,23,4,16,11,3.8
0153b074,67.1953125,0.0857083067602,113,0.144132653061,81.140625,0.103495695153,128,0.163265306122,32312,41.2142857143,178,0.227040816327,22,6,24,5,0.842105263158
01549fe5,61.28515625,0.0781698421556,115,0.146683673469,59.01953125,0.0752800143495,114,0.145408163265,38609,49.2461734694,211,0.269132653061,21,2,23,6,1.11764705882
017e8521,60.859375,0.0776267538265,100,0.127551020408,53.03125,0.0676419005102,87,0.110969387755,25804,32.9132653061,141,0.179846938776,26,7,19,6,1.46153846154
0187b309,55.53125,0.0708306760204,114,0.145408163265,78.8515625,0.100575972577,133,0.169642857143,25790,32.8954081633,165,0.210459183673,21,2,23,6,1.11764705882
01939b99,47.78515625,0.0609504544005,109,0.139030612245,47.05078125,0.0600137515944,112,0.142857142857,32501,41.4553571429,176,0.224489795918,23,4,23,5,1.05555555556
019663cf,83.80078125,0.106888751594,147,0.1875,70.64453125,0.0901078204719,134,0.170918367347,30321,38.674744898,191,0.24362244898,25,6,23,6,1.11764705882
01a449ad,52.02734375,0.0663614078444,119,0.151785714286,80.29296875,0.102414500957,144,0.183673469388,43775,55.8354591837,226,0.288265306122,24,5,22,6,1.1875
01a6f44d,48.83203125,0.0622857541454,87,0.110969387755,55.94140625,0.0713538345026,92,0.117346938776,20433,26.0625,119,0.151785714286,25,6,19,6,1.46153846154
01aae64f,44.94140625,0.0573232222577,90,0.114795918367,70.07421875,0.0893803810587,111,0.141581632653,25347,32.3303571429,144,0.183673469388,22,3,21,8,1.46153846154
01ab31ee,49.83203125,0.0635612643495,90,0.114795918367,53.48046875,0.0682148836097,103,0.13137755102,29321,37.3992346939,162,0.206632653061,23,4,23,8,1.26666666667
01b165f6,33.67578125,0.0429538026148,72,0.0918367346939,6.52734375,0.00832569355867,38,0.0484693877551,24653,31.4451530612,118,0.150510204082,23,4,17,11,3.16666666667
01b3d16e,77.20703125,0.0984783561862,115,0.146683673469,79.65234375,0.101597377232,113,0.144132653061,24431,31.1619897959,131,0.167091836735,23,4,22,4,1.05555555556
01bad6e0,53.0546875,0.0676717952806,86,0.109693877551,51.0859375,0.0651606345663,83,0.105867346939,17238,21.987244898,102,0.130102040816,23,4,21,8,1.46153846154
01c46793,45.42578125,0.0579410475128,84,0.107142857143,42.35546875,0.0540248325893,79,0.100765306122,17647,22.5089285714,108,0.137755102041,23,4,22,7,1.26666666667
01d45bef,53.1640625,0.0678113042092,114,0.145408163265,60.0234375,0.0765605070153,119,0.151785714286,24836,31.6785714286,158,0.201530612245,24,5,22,5,1.11764705882
01d4ee50,68.33203125,0.087158203125,111,0.141581632653,78.33203125,0.0999133051658,121,0.154336734694,27259,34.7691326531,157,0.200255102041,21,2,21,6,1.26666666667
01d5f335,55.98828125,0.0714136240434,115,0.146683673469,50.94921875,0.0649862484056,108,0.137755102041,25657,32.7257653061,160,0.204081632653,23,4,22,5,1.11764705882
01dce2a2,51.72265625,0.0659727758291,87,0.110969387755,54.87109375,0.0699886399872,95,0.121173469388,18793,23.9706632653,114,0.145408163265,27,8,20,1,1.0
01e5fe8b,65.45703125,0.0834911112883,103,0.13137755102,58.90234375,0.0751305404974,105,0.133928571429,24397,31.118622449,139,0.177295918367,26,7,19,2,1.11764705882
01ea3e57,69.203125,0.0882692920918,123,0.156887755102,75.1171875,0.0958127391582,125,0.15943877551,24608,31.387755102,153,0.195153061224,24,5,24,5,1.0
01fb6396,68.23828125,0.0870386240434,102,0.130102040816,84.67578125,0.108004823023,117,0.149234693878,41071,52.3864795918,196,0.25,24,5,23,7,1.1875
01fb6bbc,29.2734375,0.0373385682398,78,0.0994897959184,34.7421875,0.0443140146684,77,0.0982142857143,22316,28.4642857143,139,0.177295918367,23,4,19,10,2.11111111111
01fda0be,45.65625,0.0582350127551,96,0.122448979592,58.3984375,0.0744878029337,114,0.145408163265,18228,23.25,132,0.168367346939,24,5,21,6,1.26666666667
0202f2d6,64.93359375,0.0828234614158,115,0.146683673469,87.82421875,0.112020687181,140,0.178571428571,32215,41.0905612245,178,0.227040816327,24,5,22,6,1.1875
020397bc,56.95703125,0.0726492745536,120,0.15306122449,49.34765625,0.0629434390944,118,0.150510204082,39117,49.8941326531,222,0.283163265306,23,4,24,5,1.0
0206fd36,19.859375,0.0253308354592,44,0.0561224489796,11.21875,0.014309630102,35,0.0446428571429,12812,16.3418367347,71,0.0905612244898,23,4,16,12,4.75
02081b9f,56.3515625,0.0718769929847,107,0.136479591837,85.59375,0.109175701531,134,0.170918367347,33630,42.8954081633,184,0.234693877551,22,3,23,6,1.11764705882
020f1b2d,59.55078125,0.0759576291454,106,0.135204081633,63.08984375,0.080471739477,111,0.141581632653,24059,30.6875,147,0.1875,23,4,20,7,1.46153846154
0211c482,44.21875,0.0564014668367,94,0.119897959184,48.671875,0.0620814732143,96,0.122448979592,21272,27.1326530612,139,0.177295918367,23,4,20,7,1.46153846154
0213c36a,49.40234375,0.0630131935587,101,0.128826530612,41.36328125,0.0527592873087,94,0.119897959184,21583,27.5293367347,144,0.183673469388,24,7,22,3,0.894736842105
0216eb47,62.27734375,0.0794353874362,117,0.149234693878,73.42578125,0.093655333227,131,0.167091836735,22659,28.9017857143,152,0.19387755102,23,4,22,5,1.11764705882
021ceb92,59.375,0.0757334183673,121,0.154336734694,70.3359375,0.0897142059949,128,0.163265306122,40838,52.0892857143,221,0.281887755102,24,5,22,7,1.26666666667
021ecb1c,48.44140625,0.0617875079719,99,0.126275510204,67.42578125,0.0860022720026,113,0.144132653061,22997,29.3329081633,142,0.18112244898,24,5,21,7,1.35714285714
022a93a9,32.7734375,0.0418028539541,77,0.0982142857143,42.9140625,0.0547373246173,84,0.107142857143,17178,21.9107142857,118,0.150510204082,23,4,21,8,1.46153846154
022d95f3,46.21484375,0.0589475047832,89,0.113520408163,53.56640625,0.0683244977679,97,0.123724489796,29803,38.0140306122,165,0.210459183673,20,7,24,5,0.684210526316
02326e3a,31.56640625,0.0402632732781,57,0.0727040816327,30.31640625,0.038668885523,57,0.0727040816327,9157,11.6798469388,64,0.0816326530612,23,4,18,10,2.375
0232bbff,51.5,0.0656887755102,104,0.132653061224,45.6171875,0.0581851881378,102,0.130102040816,23820,30.3826530612,155,0.197704081633,24,5,23,6,1.11764705882
02361a20,65.28125,0.0832669005102,123,0.156887755102,67.3203125,0.0858677455357,128,0.163265306122,35034,44.6862244898,188,0.239795918367,22,5,23,4,0.894736842105
0237fe16,66.765625,0.0851602359694,87,0.110969387755,33.890625,0.0432278380102,50,0.0637755102041,22710,28.9668367347,109,0.139030612245,24,5,19,6,1.46153846154
023e8651,43.74609375,0.0557985889668,86,0.109693877551,55.85546875,0.0712442203444,104,0.132653061224,23525,30.006377551,143,0.182397959184,21,2,21,8,1.46153846154
023efe5d,62.58203125,0.0798240194515,116,0.147959183673,76.70703125,0.0978406010842,125,0.15943877551,29957,38.2104591837,162,0.206632653061,26,7,23,6,1.11764705882
0246fce1,39.26953125,0.0500886878189,76,0.0969387755102,60.55859375,0.077243104273,98,0.125,20385,26.0012755102,116,0.147959183673,25,6,19,8,1.72727272727
0250378b,62.765625,0.0800581951531,80,0.102040816327,63.765625,0.0813337053571,81,0.103316326531,20786,26.512755102,98,0.125,23,4,21,8,1.46153846154
0251d72a,53.20703125,0.0678661112883,117,0.149234693878,56.02734375,0.0714634486607,117,0.149234693878,46577,59.4094387755,239,0.304846938776,23,4,23,6,1.11764705882
02583e46,34.29296875,0.0437410315689,80,0.102040816327,36.38671875,0.0464116310587,83,0.105867346939,22231,28.3558673469,134,0.170918367347,25,6,21,8,1.46153846154
02615d8b,25.2421875,0.0321966677296,43,0.0548469387755,11.6484375,0.0148577008929,33,0.0420918367347,18048,23.0204081633,90,0.114795918367,24,5,16,12,4.75
02637fea,82.86328125,0.105692960778,135,0.172193877551,90.22265625,0.115079918686,138,0.176020408163,35207,44.9068877551,194,0.247448979592,23,6,24,5,0.894736842105
026f0f9d,69.17578125,0.0882344148597,121,0.154336734694,75.92578125,0.0968441087372,121,0.154336734694,31525,40.2104591837,171,0.218112244898,21,2,22,7,1.26666666667
02733426,46.15234375,0.0588677853954,87,0.110969387755,61.06640625,0.0778908242985,103,0.13137755102,23059,29.4119897959,125,0.15943877551,27,8,20,4,1.1875
027a516a,42.03515625,0.053616270727,76,0.0969387755102,48.04296875,0.061279296875,79,0.100765306122,16049,20.4706632653,97,0.123724489796,25,6,19,8,1.72727272727
0284b4a7,79.08203125,0.100869937819,136,0.173469387755,49.60546875,0.0632722815689,109,0.139030612245,41621,53.0880102041,219,0.279336734694,22,5,22,3,0.894736842105
0289fb30,79.3671875,0.101233657526,137,0.174744897959,77.453125,0.0987922512755,131,0.167091836735,38336,48.8979591837,211,0.269132653061,23,4,22,5,1.11764705882
028b8002,31.21484375,0.0398148517219,57,0.0727040816327,46.74609375,0.0596251195791,75,0.0956632653061,14921,19.0318877551,90,0.114795918367,24,5,19,8,1.72727272727
028d2699,78.58203125,0.100232182717,149,0.190051020408,108.75390625,0.138716717156,164,0.209183673469,35101,44.7716836735,203,0.258928571429,22,3,22,3,1.0
028e28f7,53.94140625,0.0688028140944,95,0.121173469388,63.66796875,0.0812091438138,107,0.136479591837,23197,29.5880102041,136,0.173469387755,26,7,21,3,1.05555555556
02924fa9,54.80078125,0.069898955676,94,0.119897959184,81.31640625,0.103719905931,120,0.15306122449,29495,37.6211734694,158,0.201530612245,24,5,21,6,1.26666666667
02932dd9,50.6171875,0.0645627391582,91,0.116071428571,41.7421875,0.0532425860969,80,0.102040816327,18366,23.4260204082,114,0.145408163265,26,7,20,6,1.35714285714
0293c7f1,41.5390625,0.0529834980867,84,0.107142857143,48.640625,0.0620416135204,93,0.11862244898,18154,23.1556122449,121,0.154336734694,24,5,21,7,1.35714285714
029b4740,55.640625,0.070970184949,108,0.137755102041,58.8828125,0.0751056281888,110,0.140306122449,23308,29.7295918367,150,0.191326530612,24,5,22,6,1.1875
029cbe3f,63.26171875,0.0806909677934,114,0.145408163265,73.76171875,0.0940838249362,125,0.15943877551,34615,44.1517857143,189,0.241071428571,23,4,22,5,1.11764705882
02a2c7f4,45.4765625,0.0580058195153,83,0.105867346939,60.8046875,0.0775569993622,103,0.13137755102,38012,48.4846938776,202,0.257653061224,21,8,24,5,0.684210526316
02a7a255,46.1015625,0.0588030133929,82,0.104591836735,56.2421875,0.0717374840561,95,0.121173469388,19786,25.237244898,115,0.146683673469,22,3,22,9,1.46153846154
02a81e95,46.59375,0.0594308035714,75,0.0956632653061,47.0390625,0.0599988042092,76,0.0969387755102,13660,17.4234693878,83,0.105867346939,24,5,21,8,1.46153846154
02aaad3b,51.12109375,0.0652054767219,79,0.100765306122,50.60546875,0.064547791773,80,0.102040816327,14695,18.743622449,87,0.110969387755,23,4,20,6,1.35714285714
02bcdd80,57.67578125,0.0735660475128,102,0.130102040816,54.14453125,0.0690619021046,102,0.130102040816,18913,24.1237244898,123,0.156887755102,24,5,22,7,1.26666666667
02cbedd3,62.671875,0.0799386160714,106,0.135204081633,33.8046875,0.043118223852,81,0.103316326531,34368,43.8367346939,185,0.235969387755,23,4,21,7,1.35714285714
02cef522,95.98046875,0.122424067283,147,0.1875,89.91015625,0.114681321747,142,0.18112244898,40833,52.0829081633,214,0.272959183673,23,6,24,5,0.894736842105
02d0a9c3,72.70703125,0.0927385602679,127,0.161989795918,91.09765625,0.116195990115,138,0.176020408163,33053,42.1594387755,187,0.238520408163,23,4,24,5,1.0
02d6a3a7,35.0234375,0.0446727519133,83,0.105867346939,56.3359375,0.0718570631378,97,0.123724489796,23828,30.3928571429,135,0.172193877551,22,3,21,9,1.58333333333
02dc81d4,60.0625,0.0766103316327,104,0.132653061224,60.1484375,0.0767199457908,111,0.141581632653,26290,33.5331632653,158,0.201530612245,21,2,23,8,1.26666666667
02f3dd9d,34.85546875,0.0444585060587,81,0.103316326531,54.44921875,0.0694505341199,93,0.11862244898,19847,25.3150510204,120,0.15306122449,24,5,19,7,1.58333333333
02fcba01,43.6640625,0.0556939572704,80,0.102040816327,53.7109375,0.068508848852,90,0.114795918367,27454,35.0178571429,147,0.1875,25,6,20,9,1.72727272727
03033850,70.546875,0.0899832589286,134,0.170918367347,89.1796875,0.113749601403,151,0.192602040816,36372,46.3928571429,211,0.269132653061,23,4,23,4,1.0
0303ddb2,55.65234375,0.0709851323342,110,0.140306122449,52.95703125,0.0675472337372,102,0.130102040816,23009,29.3482142857,152,0.19387755102,24,5,19,6,1.46153846154
0306fa5a,64.6328125,0.0824398118622,115,0.146683673469,67.875,0.086575255102,117,0.149234693878,32258,41.1454081633,186,0.237244897959,23,4,21,5,1.1875
030f3bcf,58.50390625,0.0746223294005,109,0.139030612245,50.51171875,0.0644282126913,98,0.125,20401,26.0216836735,128,0.163265306122,24,5,21,7,1.35714285714
03101a53,65.375,0.0833864795918,109,0.139030612245,75.1171875,0.0958127391582,111,0.141581632653,26024,33.193877551,148,0.188775510204,21,2,21,8,1.46153846154
031085d7,42.98828125,0.0548319913903,87,0.110969387755,39.80859375,0.0507762675383,85,0.108418367347,19333,24.6594387755,126,0.160714285714,24,5,19,8,1.72727272727
0311779d,39.984375,0.0510004783163,71,0.0905612244898,53.40625,0.0681202168367,81,0.103316326531,15346,19.5739795918,93,0.11862244898,23,4,18,7,1.72727272727
03150626,37.87890625,0.0483149314413,80,0.102040816327,37.83203125,0.0482551419005,68,0.0867346938776,24183,30.8456632653,122,0.155612244898,23,4,18,9,2.11111111111
031dd469,48.8828125,0.062350526148,87,0.110969387755,38.046875,0.0485291772959,75,0.0956632653061,23414,29.8647959184,138,0.176020408163,25,6,20,7,1.46153846154
0321d403,46.15625,0.0588727678571,90,0.114795918367,51.9609375,0.0662767059949,95,0.121173469388,26730,34.0943877551,149,0.190051020408,21,2,20,8,1.58333333333
0325123d,45.37890625,0.0578812579719,94,0.119897959184,49.98828125,0.0637605628189,95,0.121173469388,18295,23.3354591837,121,0.154336734694,23,4,20,6,1.35714285714
032eae4c,74.43359375,0.0949408083546,108,0.137755102041,73.28515625,0.0934759646046,105,0.133928571429,27127,34.6007653061,134,0.170918367347,24,5,20,8,1.58333333333
0336616e,70.10546875,0.0894202407526,131,0.167091836735,75.86328125,0.0967643893495,130,0.165816326531,34445,43.9349489796,194,0.247448979592,21,2,23,6,1.11764705882
0350cba4,65.17578125,0.0831323740434,120,0.15306122449,83.51953125,0.106530014349,130,0.165816326531,33509,42.7410714286,185,0.235969387755,25,6,22,7,1.26666666667
0359b5c1,68.94140625,0.0879354671556,126,0.160714285714,79.16015625,0.100969587054,135,0.172193877551,27925,35.618622449,176,0.224489795918,25,6,22,3,1.0
035f666b,72.0,0.0918367346939,121,0.154336734694,79.703125,0.101662149235,133,0.169642857143,32644,41.637755102,178,0.227040816327,25,6,23,8,1.26666666667
036a7e08,53.0859375,0.0677116549745,97,0.123724489796,46.2734375,0.0590222417092,96,0.122448979592,22374,28.5382653061,141,0.179846938776,21,2,22,9,1.46153846154
037881b9,69.87109375,0.0891212930485,111,0.141581632653,76.57421875,0.0976711973852,116,0.147959183673,29291,37.3609693878,160,0.204081632653,23,4,25,6,1.0
0381660b,103.8125,0.132413903061,156,0.198979591837,101.8671875,0.129932637117,156,0.198979591837,38638,49.2831632653,210,0.267857142857,23,4,23,4,1.0
03843c8b,66.7578125,0.0851502710459,103,0.13137755102,62.9375,0.0802774234694,97,0.123724489796,21400,27.2959183673,121,0.154336734694,27,8,20,1,1.0
038508cd,88.3984375,0.112753109056,147,0.1875,83.375,0.106345663265,139,0.177295918367,29478,37.5994897959,182,0.232142857143,23,4,23,4,1.0
038666b4,80.671875,0.102897799745,139,0.177295918367,92.125,0.117506377551,149,0.190051020408,31078,39.6403061224,183,0.233418367347,21,2,22,3,1.0
038f551f,54.62890625,0.0696797273597,87,0.110969387755,54.62890625,0.0696797273597,87,0.110969387755,15489,19.756377551,93,0.11862244898,23,4,22,9,1.46153846154
03919bbd,69.7109375,0.0889170121173,130,0.165816326531,75.3046875,0.0960518973214,135,0.172193877551,27074,34.5331632653,169,0.21556122449,23,5,25,6,0.947368421053
0393ff22,52.12109375,0.066480986926,81,0.103316326531,45.30078125,0.0577816087372,76,0.0969387755102,15129,19.2971938776,88,0.112244897959,24,5,20,5,1.26666666667
0394eef8,46.9453125,0.0598792251276,110,0.140306122449,50.359375,0.0642338966837,117,0.149234693878,35074,44.737244898,197,0.251275510204,21,5,24,5,0.842105263158
039695cf,70.99609375,0.0905562420281,119,0.151785714286,68.03515625,0.0867795360332,116,0.147959183673,25197,32.1390306122,151,0.192602040816,23,5,25,6,0.947368421053
03a42bc2,31.421875,0.0400789221939,64,0.0816326530612,37.359375,0.0476522640306,66,0.0841836734694,14614,18.6403061224,89,0.113520408163,25,6,17,7,1.9
03a5c0f8,42.58203125,0.0543138153699,90,0.114795918367,66.72265625,0.0851054288903,109,0.139030612245,29209,37.256377551,163,0.207908163265,26,7,22,7,1.26666666667
03a5e146,60.55859375,0.077243104273,121,0.154336734694,55.66796875,0.0710050621811,125,0.15943877551,30465,38.8584183673,192,0.244897959184,24,5,22,7,1.26666666667
03aaa326,40.89453125,0.0521613919005,62,0.0790816326531,37.80859375,0.0482252471301,60,0.0765306122449,12887,16.4375,72,0.0918367346939,23,4,17,10,2.71428571429
03b787d6,76.22265625,0.0972227758291,120,0.15306122449,79.33203125,0.10118881537,124,0.158163265306,23499,29.9732142857,141,0.179846938776,26,7,26,7,1.0
03bec62e,67.48828125,0.0860819913903,116,0.147959183673,89.08203125,0.11362503986,146,0.186224489796,35893,45.7818877551,193,0.246173469388,24,5,25,6,1.0
03c58771,52.328125,0.066745057398,102,0.130102040816,49.078125,0.0625996492347,107,0.136479591837,25462,32.4770408163,148,0.188775510204,25,6,20,7,1.46153846154
03ca55a7,74.80078125,0.0954091597577,127,0.161989795918,91.41796875,0.116604551977,137,0.174744897959,34271,43.7130102041,192,0.244897959184,24,5,23,6,1.11764705882
03cb80c6,61.7734375,0.0787926498724,109,0.139030612245,54.3203125,0.0692861128827,104,0.132653061224,21514,27.4413265306,137,0.174744897959,23,4,24,7,1.11764705882
03cbc29c,45.234375,0.0576969068878,78,0.0994897959184,34.125,0.0435267857143,72,0.0918367346939,16034,20.4515306122,99,0.126275510204,22,3,20,10,1.9
