0030c286,0.016,0.004,0.056,0.032,0.544,0.024,0.104,0.068,0.024,0.128
00316648,0.004,0.008,0.856,0.028,0.004,0.008,0.028,0.016,0.048,0.0
00318263,0.0,0.0,0.028,0.02,0.004,0.004,0.0,0.924,0.008,0.012
00320023,0.0,0.0,0.0,0.98,0.0,0.012,0.0,0.0,0.008,0.0
003347b0,0.012,0.0,0.016,0.0,0.068,0.012,0.012,0.068,0.004,0.808
00357b49,0.0,0.932,0.016,0.016,0.004,0.0,0.0,0.012,0.008,0.012
003849c4,0.004,0.004,0.976,0.004,0.004,0.004,0.004,0.0,0.0,0.0
0038ec14,0.02,0.012,0.776,0.064,0.028,0.004,0.036,0.02,0.032,0.008
003adead,0.0,0.0,0.052,0.016,0.024,0.028,0.004,0.004,0.844,0.028
003c3962,0.008,0.0,0.016,0.016,0.608,0.036,0.016,0.044,0.044,0.212
003d5a12,0.084,0.012,0.128,0.052,0.136,0.3,0.176,0.04,0.036,0.036
003deb09,0.004,0.004,0.064,0.612,0.004,0.06,0.004,0.04,0.208,0.0
003e9164,0.0,0.004,0.916,0.02,0.004,0.008,0.016,0.004,0.028,0.0
003ea6b5,0.008,0.008,0.004,0.036,0.108,0.048,0.016,0.052,0.032,0.688
003eae3c,0.012,0.008,0.008,0.004,0.816,0.048,0.016,0.02,0.024,0.044
0040d874,0.012,0.044,0.136,0.46,0.032,0.184,0.02,0.004,0.084,0.024
0043454d,0.024,0.004,0.024,0.04,0.044,0.724,0.044,0.024,0.028,0.044
0043dccb,0.0,0.0,0.016,0.008,0.6,0.048,0.024,0.056,0.02,0.228
00448f5f,0.012,0.068,0.068,0.024,0.136,0.116,0.052,0.244,0.2,0.08
004696d4,0.004,0.016,0.084,0.304,0.028,0.032,0.016,0.012,0.48,0.024
0047cb1c,0.004,0.0,0.016,0.012,0.0,0.008,0.0,0.892,0.016,0.052
0048fe27,0.028,0.036,0.116,0.288,0.04,0.28,0.172,0.0,0.036,0.004
004aa934,0.064,0.0,0.048,0.06,0.024,0.02,0.016,0.688,0.016,0.064
004c3f84,0.016,0.02,0.112,0.108,0.044,0.148,0.028,0.104,0.328,0.092
004c4ddf,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.988,0.004,0.004
004d7322,0.0,0.012,0.032,0.86,0.008,0.032,0.004,0.008,0.036,0.008
004d8314,0.02,0.012,0.64,0.212,0.008,0.02,0.048,0.016,0.004,0.02
004e78bf,0.0,0.008,0.0,0.016,0.028,0.0,0.0,0.012,0.024,0.912
00509f3c,0.944,0.0,0.008,0.0,0.008,0.016,0.016,0.0,0.004,0.004
00525918,0.004,0.0,0.004,0.004,0.852,0.012,0.016,0.008,0.052,0.048
0054250e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00545fd1,0.928,0.0,0.012,0.012,0.0,0.012,0.016,0.016,0.0,0.004
0056c3a7,0.008,0.088,0.088,0.312,0.068,0.108,0.064,0.08,0.068,0.116
00573f98,0.0,0.02,0.012,0.612,0.016,0.088,0.004,0.1,0.1,0.048
0057e2e9,0.004,0.0,0.0,0.004,0.0,0.004,0.0,0.0,0.988,0.0
005b63ab,0.0,0.0,0.008,0.02,0.004,0.004,0.004,0.916,0.0,0.044
005c8f71,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.988,0.004,0.004
005cc0a5,0.004,0.252,0.148,0.052,0.004,0.092,0.044,0.016,0.368,0.02
005ee654,0.0,0.956,0.0,0.0,0.0,0.008,0.028,0.0,0.008,0.0
0061ed86,0.012,0.016,0.032,0.1,0.012,0.076,0.028,0.012,0.688,0.024
00638de8,0.008,0.0,0.008,0.688,0.04,0.192,0.004,0.004,0.036,0.02
00664e46,0.024,0.0,0.032,0.004,0.032,0.76,0.008,0.032,0.036,0.072
006774e8,0.0,0.288,0.064,0.128,0.016,0.016,0.008,0.4,0.044,0.036
00679615,0.008,0.0,0.024,0.008,0.816,0.02,0.024,0.036,0.012,0.052
0067d2e4,0.716,0.0,0.048,0.04,0.02,0.044,0.032,0.02,0.04,0.04
0067ed4e,0.0,0.996,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
00684e48,0.016,0.0,0.024,0.004,0.016,0.004,0.004,0.864,0.02,0.048
0068b791,0.704,0.0,0.096,0.024,0.044,0.008,0.04,0.016,0.056,0.012
0068fca9,0.012,0.0,0.06,0.016,0.084,0.052,0.68,0.008,0.076,0.012
0069a70c,0.052,0.004,0.004,0.04,0.032,0.06,0.772,0.008,0.024,0.004
0069c2c8,0.0,0.0,0.008,0.004,0.064,0.0,0.0,0.02,0.016,0.888
006ad17a,0.0,0.0,0.0,0.024,0.06,0.016,0.02,0.052,0.128,0.7
006b8ca5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006c006b,0.004,0.0,0.008,0.0,0.004,0.0,0.0,0.964,0.008,0.012
006fcf2b,0.0,0.0,0.0,0.004,0.056,0.0,0.0,0.04,0.02,0.88
00709646,0.004,0.0,0.028,0.0,0.852,0.012,0.04,0.008,0.02,0.036
0070fcc4,0.12,0.0,0.028,0.108,0.052,0.36,0.024,0.072,0.108,0.128
00713e49,0.0,0.0,0.004,0.0,0.008,0.004,0.004,0.968,0.0,0.012
00718f5c,0.004,0.064,0.064,0.036,0.032,0.056,0.656,0.024,0.048,0.016
0073759f,0.068,0.008,0.008,0.04,0.012,0.736,0.012,0.004,0.08,0.032
00748d30,0.0,0.012,0.952,0.008,0.004,0.008,0.012,0.0,0.004,0.0
0074cb56,0.0,0.012,0.02,0.016,0.56,0.04,0.028,0.04,0.112,0.172
00754629,0.008,0.004,0.896,0.024,0.008,0.012,0.024,0.012,0.004,0.008
007929ca,0.024,0.0,0.788,0.06,0.016,0.004,0.016,0.02,0.056,0.016
007abb82,0.004,0.0,0.016,0.008,0.0,0.008,0.952,0.0,0.012,0.0
007bbc52,0.0,0.964,0.016,0.004,0.0,0.0,0.0,0.016,0.0,0.0
007c5e19,0.0,0.968,0.0,0.0,0.0,0.016,0.0,0.004,0.008,0.004
007f09e1,0.008,0.0,0.02,0.008,0.856,0.0,0.044,0.02,0.008,0.036
00808e7e,0.0,0.984,0.004,0.0,0.0,0.0,0.0,0.008,0.0,0.004
00818516,0.0,0.004,0.024,0.176,0.18,0.028,0.028,0.092,0.036,0.432
00854593,0.0,0.004,0.0,0.016,0.032,0.02,0.004,0.024,0.032,0.868
0086d4b7,0.004,0.0,0.004,0.0,0.836,0.004,0.044,0.048,0.012,0.048
0086de2f,0.012,0.0,0.004,0.012,0.532,0.044,0.012,0.048,0.084,0.252
00897c45,0.02,0.0,0.832,0.036,0.012,0.02,0.004,0.016,0.052,0.008
008ba914,0.0,0.0,0.004,0.032,0.112,0.064,0.0,0.08,0.072,0.636
008dbc2e,0.06,0.008,0.544,0.108,0.06,0.036,0.068,0.0,0.096,0.02
008de4ae,0.004,0.904,0.024,0.012,0.004,0.008,0.004,0.024,0.012,0.004
008e9149,0.008,0.004,0.112,0.044,0.196,0.056,0.016,0.224,0.016,0.324
008efce6,0.06,0.0,0.02,0.18,0.036,0.552,0.048,0.032,0.036,0.036
008f9ca7,0.0,0.804,0.012,0.016,0.004,0.064,0.06,0.012,0.016,0.012
0090eb86,0.008,0.02,0.036,0.008,0.044,0.008,0.836,0.004,0.028,0.008
0091bef1,0.004,0.048,0.044,0.064,0.016,0.016,0.708,0.012,0.076,0.012
009221da,0.032,0.004,0.056,0.0,0.116,0.028,0.728,0.008,0.0,0.028
0092288c,0.004,0.008,0.044,0.04,0.0,0.008,0.008,0.004,0.864,0.02
009328ca,0.012,0.056,0.036,0.084,0.024,0.028,0.012,0.02,0.696,0.032
00940dd2,0.012,0.004,0.044,0.024,0.588,0.052,0.088,0.016,0.04,0.132
00958bec,0.0,0.012,0.024,0.088,0.136,0.028,0.016,0.096,0.016,0.584
0095cebd,0.068,0.02,0.032,0.036,0.024,0.252,0.248,0.004,0.296,0.02
0097774e,0.032,0.0,0.02,0.116,0.06,0.392,0.092,0.008,0.196,0.084
00983f31,0.008,0.016,0.088,0.084,0.076,0.064,0.036,0.036,0.436,0.156
009889c9,0.0,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0
00999581,0.008,0.004,0.5,0.032,0.028,0.032,0.02,0.296,0.056,0.024
009a4ea9,0.008,0.024,0.656,0.02,0.004,0.024,0.016,0.176,0.048,0.024
009c9c36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009eb9da,0.004,0.0,0.02,0.032,0.208,0.008,0.004,0.108,0.016,0.6
009f235e,0.024,0.02,0.056,0.136,0.064,0.08,0.496,0.008,0.1,0.016
009fd06b,0.004,0.0,0.02,0.004,0.048,0.02,0.88,0.008,0.008,0.008
00a2bbfb,0.004,0.004,0.004,0.02,0.764,0.04,0.012,0.036,0.012,0.104
00a3109e,0.0,0.004,0.016,0.004,0.008,0.0,0.0,0.94,0.012,0.016
00a37a59,0.016,0.0,0.004,0.012,0.792,0.0,0.028,0.008,0.036,0.104
00a53484,0.024,0.008,0.02,0.004,0.828,0.028,0.028,0.004,0.008,0.048
00a57e5c,0.0,0.412,0.044,0.044,0.02,0.06,0.028,0.032,0.292,0.068
00a66e40,0.008,0.02,0.008,0.728,0.008,0.092,0.024,0.0,0.092,0.02
00a7b3f5,0.22,0.04,0.028,0.06,0.08,0.148,0.14,0.236,0.012,0.036
00a87a1c,0.0,0.868,0.012,0.004,0.004,0.012,0.004,0.068,0.016,0.012
00a8bf2d,0.008,0.0,0.008,0.188,0.024,0.692,0.02,0.016,0.036,0.008
00a987cd,0.004,0.024,0.832,0.004,0.02,0.012,0.008,0.052,0.016,0.028
00a9f547,0.0,0.0,0.004,0.024,0.0,0.004,0.0,0.96,0.004,0.004
00aa99ac,0.808,0.0,0.056,0.012,0.016,0.024,0.036,0.02,0.016,0.012
00aba723,0.152,0.016,0.04,0.088,0.052,0.164,0.316,0.036,0.108,0.028
00abc451,0.0,0.288,0.072,0.124,0.096,0.116,0.068,0.044,0.132,0.06
00ac4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00ad15c4,0.0,0.516,0.064,0.088,0.104,0.012,0.072,0.044,0.088,0.012
00ad745b,0.008,0.004,0.044,0.672,0.012,0.024,0.008,0.032,0.18,0.016
00ad7f95,0.956,0.0,0.004,0.004,0.0,0.016,0.008,0.008,0.0,0.004
00af4cec,0.0,0.0,0.008,0.008,0.032,0.004,0.0,0.932,0.0,0.016
00b09a41,0.172,0.0,0.092,0.032,0.088,0.096,0.448,0.02,0.028,0.024
00b18a47,0.004,0.008,0.048,0.796,0.016,0.06,0.032,0.004,0.024,0.008
00b2e189,0.0,0.004,0.012,0.004,0.924,0.012,0.012,0.004,0.004,0.024
00b2fa3e,0.0,0.008,0.0,0.02,0.492,0.024,0.004,0.068,0.004,0.38
00b32499,0.0,0.008,0.008,0.004,0.108,0.02,0.004,0.072,0.032,0.744
00b3bf0f,0.0,0.0,0.004,0.012,0.808,0.048,0.016,0.004,0.024,0.084
00b4b9ff,0.004,0.004,0.02,0.012,0.004,0.012,0.92,0.0,0.024,0.0
00ba5109,0.1,0.012,0.496,0.148,0.02,0.064,0.104,0.0,0.052,0.004
00bb2b82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bbd930,0.004,0.72,0.024,0.012,0.004,0.108,0.06,0.02,0.036,0.012
00bbed52,0.004,0.82,0.076,0.008,0.004,0.02,0.036,0.012,0.02,0.0
00bc6efb,0.016,0.004,0.02,0.036,0.156,0.356,0.008,0.088,0.044,0.272
00bd03ab,0.056,0.0,0.06,0.144,0.06,0.336,0.08,0.004,0.232,0.028
00bd2bbc,0.0,0.0,0.004,0.024,0.828,0.004,0.004,0.004,0.008,0.124
00bd7c2b,0.088,0.008,0.316,0.236,0.004,0.076,0.044,0.012,0.204,0.012
00bdd88a,0.0,0.0,0.0,0.004,0.0,0.004,0.0,0.984,0.0,0.008
00bf859e,0.0,0.004,0.004,0.0,0.016,0.016,0.0,0.016,0.024,0.92
00bf9fdf,0.936,0.0,0.008,0.008,0.004,0.016,0.004,0.016,0.004,0.004
00c023df,0.992,0.0,0.004,0.0,0.0,0.0,0.004,0.0,0.0,0.0
00c08a85,0.0,0.048,0.012,0.056,0.104,0.124,0.02,0.08,0.056,0.5
00c0ec2f,0.008,0.0,0.004,0.0,0.004,0.004,0.964,0.0,0.008,0.008
00c11e59,0.016,0.012,0.724,0.032,0.04,0.008,0.016,0.052,0.08,0.02
00c1399b,0.024,0.092,0.064,0.068,0.028,0.036,0.52,0.02,0.124,0.024
00c1e546,0.0,0.016,0.02,0.052,0.008,0.008,0.0,0.844,0.016,0.036
00c29ce6,0.064,0.0,0.068,0.056,0.028,0.168,0.236,0.004,0.364,0.012
00c2adef,0.868,0.0,0.028,0.012,0.004,0.028,0.012,0.016,0.012,0.02
00c49d05,0.004,0.06,0.84,0.032,0.008,0.016,0.004,0.008,0.028,0.0
00c4ba2f,0.02,0.188,0.068,0.076,0.076,0.036,0.104,0.024,0.392,0.016
00c6dba0,0.02,0.0,0.032,0.064,0.012,0.144,0.02,0.004,0.684,0.02
00c8f027,0.0,0.04,0.912,0.008,0.0,0.008,0.012,0.004,0.012,0.004
00c99d4d,0.0,0.82,0.016,0.012,0.004,0.032,0.076,0.008,0.024,0.008
00caf809,0.016,0.048,0.028,0.236,0.044,0.388,0.008,0.036,0.172,0.024
00cb9bf3,0.008,0.012,0.028,0.016,0.16,0.012,0.684,0.02,0.028,0.032
00cc6411,0.012,0.012,0.076,0.024,0.46,0.044,0.112,0.116,0.012,0.132
00d16df3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d41d86,0.0,0.088,0.812,0.052,0.004,0.004,0.0,0.012,0.024,0.004
00d4411d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d4f67c,0.036,0.0,0.016,0.012,0.024,0.008,0.884,0.0,0.012,0.008
00d5559d,0.008,0.012,0.144,0.2,0.024,0.044,0.016,0.024,0.512,0.016
00d74f6b,0.3,0.0,0.044,0.028,0.068,0.056,0.352,0.1,0.032,0.02
00d78440,0.008,0.0,0.008,0.016,0.068,0.02,0.012,0.024,0.02,0.824
00d80acd,0.02,0.004,0.02,0.016,0.744,0.064,0.028,0.024,0.016,0.064
00d87caf,0.0,0.0,0.012,0.016,0.816,0.016,0.008,0.052,0.008,0.072
00d93721,0.0,0.984,0.012,0.0,0.0,0.0,0.0,0.0,0.004,0.0
00d9c275,0.012,0.0,0.044,0.036,0.116,0.008,0.004,0.04,0.032,0.708
00dacac7,0.952,0.0,0.008,0.0,0.0,0.016,0.008,0.0,0.008,0.008
00dcadd2,0.012,0.252,0.088,0.02,0.064,0.036,0.028,0.084,0.372,0.044
00dce382,0.024,0.004,0.012,0.004,0.008,0.08,0.844,0.0,0.008,0.016
00de758d,0.14,0.0,0.076,0.036,0.036,0.4,0.12,0.008,0.132,0.052
00dfd1a5,0.0,0.956,0.004,0.0,0.0,0.004,0.004,0.02,0.0,0.012
00e0121d,0.0,0.04,0.144,0.024,0.016,0.028,0.004,0.68,0.048,0.016
00e16476,0.004,0.0,0.008,0.012,0.004,0.004,0.0,0.96,0.0,0.008
00e37c36,0.004,0.0,0.008,0.0,0.008,0.004,0.968,0.004,0.0,0.004
00e38291,0.012,0.0,0.052,0.008,0.412,0.032,0.02,0.06,0.02,0.384
00e3dd89,0.0,0.992,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0
00e42712,0.008,0.0,0.008,0.036,0.132,0.076,0.016,0.02,0.08,0.624
00e4e2c8,0.0,0.004,0.0,0.024,0.016,0.0,0.0,0.904,0.028,0.024
00e71e7b,0.012,0.008,0.064,0.012,0.048,0.04,0.76,0.004,0.052,0.0
00e90c45,0.0,0.016,0.0,0.056,0.044,0.052,0.0,0.092,0.02,0.72
00e91040,0.036,0.0,0.088,0.012,0.084,0.06,0.624,0.024,0.036,0.036
00f0760f,0.144,0.016,0.048,0.068,0.016,0.12,0.556,0.0,0.012,0.02
00f19d58,0.988,0.0,0.004,0.0,0.0,0.008,0.0,0.0,0.0,0.0
00f30e3d,0.0,0.008,0.02,0.008,0.008,0.012,0.004,0.744,0.052,0.144
00f32090,0.012,0.04,0.076,0.48,0.032,0.104,0.012,0.016,0.168,0.06
00f3780b,0.02,0.0,0.82,0.032,0.004,0.012,0.016,0.02,0.06,0.016
00f3820e,0.016,0.008,0.072,0.732,0.0,0.068,0.076,0.004,0.02,0.004
00f481c1,0.008,0.0,0.012,0.016,0.056,0.016,0.86,0.0,0.016,0.016
00f6cd32,0.008,0.0,0.004,0.02,0.056,0.016,0.004,0.016,0.008,0.868
00f9b2f1,0.504,0.004,0.1,0.02,0.02,0.048,0.212,0.02,0.004,0.068
00fa1fa9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc41ab,0.616,0.0,0.02,0.104,0.024,0.092,0.052,0.024,0.032,0.036
00fdde06,0.0,0.86,0.032,0.012,0.016,0.008,0.008,0.016,0.04,0.008
0100bdeb,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.992,0.0,0.004
0101007e,0.0,0.004,0.012,0.024,0.032,0.028,0.012,0.836,0.008,0.044
01011bed,0.06,0.004,0.772,0.016,0.012,0.012,0.028,0.044,0.028,0.024
01023e31,0.072,0.0,0.108,0.296,0.036,0.232,0.02,0.028,0.124,0.084
0103f844,0.996,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
010403ab,0.028,0.012,0.092,0.424,0.04,0.068,0.032,0.02,0.2,0.084
0104a2b1,0.004,0.076,0.848,0.024,0.008,0.016,0.004,0.0,0.012,0.008
0107ab60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01084df0,0.0,0.0,0.024,0.0,0.936,0.008,0.008,0.004,0.008,0.012
01085b54,0.008,0.116,0.112,0.088,0.184,0.048,0.184,0.072,0.096,0.092
0109de6b,0.008,0.012,0.028,0.004,0.012,0.016,0.884,0.0,0.024,0.012
010af44c,0.348,0.004,0.032,0.032,0.04,0.196,0.176,0.08,0.052,0.04
010ba2d7,0.016,0.0,0.788,0.02,0.044,0.004,0.096,0.008,0.008,0.016
010cd95c,0.892,0.0,0.02,0.008,0.008,0.02,0.024,0.0,0.016,0.012
010d0f8b,0.008,0.044,0.104,0.484,0.02,0.148,0.088,0.008,0.072,0.024
010d481c,0.0,0.98,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0.008
010d63e4,0.004,0.004,0.0,0.036,0.108,0.052,0.004,0.124,0.036,0.632
010e7d79,0.048,0.0,0.032,0.008,0.536,0.064,0.016,0.04,0.06,0.196
010f00bd,0.008,0.008,0.076,0.056,0.0,0.028,0.008,0.0,0.816,0.0
010fa89c,0.004,0.004,0.024,0.004,0.008,0.828,0.032,0.012,0.048,0.036
01105608,0.016,0.016,0.056,0.36,0.092,0.056,0.004,0.1,0.072,0.228
011284cf,0.004,0.0,0.952,0.004,0.0,0.0,0.024,0.004,0.012,0.0
0112c73a,0.0,0.0,0.84,0.016,0.02,0.004,0.004,0.096,0.016,0.004
011375f7,0.076,0.02,0.02,0.348,0.024,0.14,0.028,0.004,0.308,0.032
01139c0b,0.976,0.0,0.004,0.008,0.0,0.0,0.008,0.0,0.004,0.0
01140cf7,0.0,0.0,0.004,0.008,0.076,0.04,0.008,0.14,0.012,0.712
01154f8c,0.0,0.012,0.048,0.036,0.016,0.048,0.012,0.028,0.756,0.044
011613f6,0.004,0.004,0.036,0.02,0.016,0.02,0.864,0.004,0.028,0.004
0116c3df,0.004,0.0,0.0,0.936,0.0,0.052,0.0,0.004,0.004,0.0
0117d283,0.024,0.004,0.024,0.596,0.016,0.272,0.012,0.008,0.036,0.008
0119fcb5,0.068,0.012,0.42,0.124,0.06,0.132,0.072,0.02,0.052,0.04
011c0b6e,0.028,0.044,0.068,0.024,0.144,0.14,0.104,0.052,0.32,0.076
011d7f40,0.0,0.004,0.06,0.884,0.0,0.02,0.004,0.0,0.028,0.0
011ded76,0.008,0.06,0.624,0.072,0.016,0.008,0.008,0.092,0.068,0.044
0120212e,0.012,0.008,0.012,0.352,0.012,0.544,0.028,0.004,0.024,0.004
0122d4b3,0.032,0.028,0.076,0.04,0.024,0.056,0.612,0.016,0.104,0.012
0124f26b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0125ae32,0.0,0.016,0.12,0.016,0.0,0.008,0.0,0.744,0.068,0.028
01270a8e,0.004,0.0,0.004,0.032,0.004,0.012,0.0,0.912,0.004,0.028
01279975,0.0,0.996,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
01280074,0.036,0.0,0.156,0.124,0.084,0.092,0.06,0.008,0.308,0.132
01299af5,0.0,0.0,0.004,0.0,0.004,0.004,0.0,0.984,0.0,0.004
0129b594,0.008,0.084,0.104,0.032,0.004,0.032,0.02,0.008,0.7,0.008
012a70d7,0.008,0.0,0.004,0.056,0.144,0.064,0.008,0.036,0.028,0.652
012aaee6,0.064,0.004,0.056,0.5,0.012,0.112,0.132,0.02,0.06,0.04
012afeaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
012bb568,0.9,0.0,0.012,0.008,0.008,0.036,0.016,0.008,0.012,0.0
012bbb79,0.36,0.012,0.092,0.116,0.028,0.132,0.1,0.004,0.124,0.032
012e10c2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012ff3cf,0.012,0.0,0.02,0.064,0.012,0.724,0.1,0.012,0.02,0.036
0131af37,0.088,0.0,0.732,0.04,0.036,0.016,0.068,0.004,0.0,0.016
01321a09,0.924,0.0,0.024,0.0,0.0,0.0,0.036,0.012,0.0,0.004
01329d88,0.0,0.008,0.02,0.028,0.792,0.044,0.02,0.044,0.016,0.028
01330b2d,0.984,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.004,0.004
01346097,0.0,0.0,0.0,0.0,0.08,0.008,0.0,0.008,0.0,0.904
0135ff9c,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0.98,0.0,0.008
01361308,0.0,0.04,0.384,0.116,0.008,0.0,0.008,0.356,0.06,0.028
0136239d,0.004,0.0,0.02,0.852,0.004,0.04,0.004,0.0,0.068,0.008
0138519a,0.004,0.004,0.036,0.016,0.012,0.0,0.004,0.9,0.0,0.024
01393e39,0.02,0.004,0.836,0.056,0.02,0.008,0.012,0.016,0.024,0.004
013960af,0.012,0.0,0.0,0.056,0.012,0.864,0.012,0.004,0.024,0.016
013a6fda,0.032,0.008,0.024,0.252,0.084,0.268,0.024,0.096,0.072,0.14
013a9d67,0.164,0.0,0.08,0.012,0.348,0.068,0.14,0.056,0.036,0.096
013ad631,0.044,0.008,0.212,0.56,0.008,0.1,0.028,0.012,0.008,0.02
013d21e3,0.032,0.128,0.512,0.056,0.012,0.032,0.164,0.024,0.036,0.004
013d4814,0.888,0.004,0.016,0.032,0.0,0.032,0.004,0.012,0.008,0.004
013e3a6d,0.004,0.044,0.064,0.056,0.6,0.024,0.028,0.08,0.04,0.06
013e923a,0.012,0.04,0.036,0.056,0.6,0.04,0.052,0.048,0.032,0.084
014143c4,0.0,0.0,0.02,0.052,0.004,0.784,0.012,0.008,0.116,0.004
01421a41,0.044,0.0,0.02,0.012,0.024,0.016,0.012,0.824,0.016,0.032
01434721,0.004,0.0,0.004,0.008,0.2,0.016,0.0,0.08,0.06,0.628
0143fcfa,0.0,0.0,0.012,0.956,0.0,0.0,0.004,0.0,0.028,0.0
014452b4,0.0,0.004,0.008,0.0,0.0,0.004,0.0,0.964,0.0,0.02
014508e0,0.108,0.0,0.072,0.02,0.148,0.148,0.06,0.132,0.092,0.22
0145209f,0.044,0.0,0.028,0.552,0.012,0.132,0.048,0.004,0.152,0.028
