00525918,0.004,0.0,0.008,0.008,0.828,0.028,0.008,0.02,0.052,0.044
0054250e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00545fd1,0.928,0.0,0.0,0.008,0.012,0.032,0.012,0.008,0.0,0.0
0056c3a7,0.012,0.104,0.064,0.32,0.068,0.076,0.052,0.116,0.08,0.108
00573f98,0.008,0.032,0.024,0.644,0.028,0.024,0.012,0.056,0.088,0.084
0057e2e9,0.004,0.0,0.0,0.012,0.0,0.0,0.004,0.0,0.98,0.0
005b63ab,0.0,0.0,0.004,0.024,0.008,0.008,0.0,0.896,0.008,0.052
005c8f71,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.996,0.0,0.0
005cc0a5,0.012,0.224,0.168,0.032,0.024,0.056,0.036,0.024,0.412,0.012
005ee654,0.0,0.984,0.0,0.004,0.004,0.004,0.004,0.0,0.0,0.0
0061ed86,0.016,0.004,0.024,0.124,0.008,0.064,0.016,0.024,0.7,0.02
00638de8,0.012,0.004,0.012,0.68,0.04,0.16,0.032,0.004,0.036,0.02
00664e46,0.02,0.004,0.0,0.012,0.016,0.784,0.012,0.048,0.028,0.076
006774e8,0.0,0.268,0.072,0.148,0.012,0.02,0.008,0.384,0.044,0.044
00679615,0.0,0.0,0.004,0.004,0.86,0.056,0.012,0.036,0.008,0.02
0067d2e4,0.684,0.004,0.016,0.06,0.016,0.06,0.048,0.016,0.056,0.04
0067ed4e,0.0,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0
00684e48,0.008,0.004,0.044,0.008,0.028,0.016,0.004,0.856,0.016,0.016
0068b791,0.684,0.0,0.072,0.028,0.036,0.016,0.096,0.016,0.028,0.024
0068fca9,0.02,0.016,0.056,0.008,0.06,0.088,0.66,0.012,0.068,0.012
0069a70c,0.056,0.004,0.016,0.044,0.02,0.08,0.728,0.012,0.032,0.008
0069c2c8,0.004,0.0,0.008,0.008,0.012,0.004,0.004,0.036,0.004,0.92
006ad17a,0.0,0.0,0.0,0.02,0.076,0.012,0.004,0.024,0.132,0.732
006b8ca5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006c006b,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.988,0.0,0.004
006fcf2b,0.0,0.0,0.0,0.012,0.048,0.004,0.0,0.008,0.02,0.908
00709646,0.008,0.0,0.06,0.004,0.832,0.008,0.028,0.024,0.012,0.024
0070fcc4,0.104,0.004,0.036,0.116,0.028,0.392,0.02,0.068,0.096,0.136
00713e49,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.98,0.0,0.012
00718f5c,0.008,0.028,0.052,0.048,0.024,0.056,0.676,0.04,0.048,0.02
0073759f,0.052,0.0,0.024,0.056,0.044,0.688,0.012,0.008,0.08,0.036
00748d30,0.0,0.016,0.948,0.008,0.0,0.004,0.008,0.004,0.008,0.004
0074cb56,0.0,0.008,0.012,0.028,0.488,0.052,0.02,0.064,0.132,0.196
00754629,0.0,0.0,0.952,0.004,0.0,0.0,0.012,0.012,0.012,0.008
007929ca,0.012,0.004,0.816,0.044,0.012,0.008,0.016,0.028,0.056,0.004
007abb82,0.004,0.0,0.012,0.012,0.008,0.0,0.948,0.004,0.012,0.0
007bbc52,0.0,0.98,0.008,0.004,0.0,0.0,0.0,0.004,0.0,0.004
007c5e19,0.0,0.948,0.0,0.012,0.0,0.016,0.004,0.016,0.0,0.004
007f09e1,0.004,0.0,0.012,0.0,0.904,0.004,0.032,0.012,0.004,0.028
00808e7e,0.0,0.996,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
00818516,0.012,0.016,0.056,0.172,0.164,0.056,0.028,0.056,0.052,0.388
00854593,0.0,0.004,0.0,0.016,0.04,0.008,0.0,0.028,0.056,0.848
0086d4b7,0.004,0.0,0.008,0.004,0.832,0.012,0.04,0.044,0.004,0.052
0086de2f,0.0,0.0,0.0,0.004,0.604,0.024,0.012,0.06,0.104,0.192
00897c45,0.028,0.004,0.9,0.012,0.004,0.004,0.004,0.012,0.032,0.0
008ba914,0.0,0.0,0.0,0.04,0.1,0.02,0.004,0.136,0.052,0.648
008dbc2e,0.028,0.008,0.552,0.096,0.048,0.076,0.08,0.016,0.064,0.032
008de4ae,0.0,0.872,0.012,0.032,0.008,0.012,0.012,0.028,0.02,0.004
008e9149,0.032,0.004,0.124,0.028,0.22,0.044,0.024,0.196,0.004,0.324
008efce6,0.028,0.004,0.004,0.148,0.068,0.656,0.024,0.012,0.016,0.04
008f9ca7,0.0,0.8,0.0,0.012,0.012,0.116,0.028,0.024,0.008,0.0
0090eb86,0.012,0.012,0.048,0.012,0.04,0.008,0.84,0.0,0.016,0.012
0091bef1,0.0,0.04,0.032,0.056,0.024,0.032,0.764,0.008,0.036,0.008
009221da,0.004,0.0,0.016,0.008,0.188,0.016,0.676,0.032,0.024,0.036
0092288c,0.004,0.008,0.024,0.04,0.004,0.016,0.0,0.008,0.88,0.016
009328ca,0.004,0.06,0.036,0.04,0.016,0.016,0.032,0.02,0.756,0.02
00940dd2,0.016,0.004,0.02,0.044,0.58,0.036,0.076,0.012,0.028,0.184
00958bec,0.0,0.0,0.012,0.08,0.144,0.068,0.04,0.112,0.012,0.532
0095cebd,0.056,0.016,0.016,0.036,0.016,0.296,0.232,0.008,0.3,0.024
0097774e,0.06,0.0,0.028,0.116,0.056,0.408,0.088,0.012,0.176,0.056
00983f31,0.012,0.008,0.112,0.08,0.096,0.068,0.052,0.024,0.364,0.184
009889c9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00999581,0.0,0.004,0.6,0.028,0.008,0.02,0.02,0.224,0.06,0.036
009a4ea9,0.008,0.02,0.672,0.06,0.008,0.036,0.008,0.132,0.032,0.024
009c9c36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009eb9da,0.008,0.0,0.016,0.032,0.18,0.02,0.008,0.092,0.016,0.628
009f235e,0.06,0.016,0.044,0.152,0.06,0.104,0.44,0.02,0.092,0.012
009fd06b,0.0,0.0,0.008,0.004,0.056,0.02,0.872,0.012,0.004,0.024
00a2bbfb,0.008,0.0,0.012,0.012,0.8,0.008,0.0,0.052,0.016,0.092
00a3109e,0.0,0.0,0.032,0.008,0.012,0.004,0.0,0.928,0.0,0.016
00a37a59,0.008,0.0,0.008,0.0,0.84,0.02,0.016,0.004,0.02,0.084
00a53484,0.016,0.004,0.032,0.008,0.812,0.028,0.016,0.02,0.016,0.048
00a57e5c,0.0,0.412,0.032,0.032,0.016,0.056,0.048,0.04,0.292,0.072
00a66e40,0.016,0.008,0.024,0.736,0.004,0.116,0.024,0.004,0.056,0.012
00a7b3f5,0.148,0.044,0.032,0.096,0.104,0.116,0.152,0.268,0.004,0.036
00a87a1c,0.0,0.908,0.004,0.012,0.004,0.004,0.008,0.036,0.012,0.012
00a8bf2d,0.004,0.004,0.012,0.18,0.028,0.676,0.016,0.024,0.036,0.02
00a987cd,0.008,0.008,0.868,0.028,0.004,0.008,0.012,0.028,0.02,0.016
00a9f547,0.0,0.0,0.008,0.02,0.004,0.008,0.0,0.948,0.008,0.004
00aa99ac,0.876,0.0,0.016,0.008,0.016,0.028,0.008,0.02,0.004,0.024
00aba723,0.164,0.004,0.044,0.104,0.06,0.176,0.324,0.036,0.072,0.016
00abc451,0.004,0.252,0.044,0.136,0.092,0.168,0.052,0.04,0.152,0.06
00ac4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00ad15c4,0.0,0.532,0.064,0.056,0.092,0.012,0.096,0.048,0.088,0.012
00ad745b,0.0,0.032,0.036,0.676,0.004,0.024,0.016,0.036,0.156,0.02
00ad7f95,0.948,0.0,0.004,0.024,0.0,0.008,0.004,0.008,0.0,0.004
00af4cec,0.0,0.0,0.008,0.008,0.02,0.004,0.0,0.948,0.0,0.012
00b09a41,0.112,0.004,0.08,0.052,0.128,0.076,0.444,0.008,0.036,0.06
00b18a47,0.004,0.004,0.044,0.816,0.004,0.048,0.04,0.0,0.028,0.012
00b2e189,0.0,0.004,0.016,0.004,0.92,0.004,0.004,0.008,0.008,0.032
00b2fa3e,0.0,0.008,0.004,0.012,0.464,0.052,0.0,0.06,0.016,0.384
00b32499,0.012,0.004,0.016,0.012,0.092,0.02,0.004,0.04,0.048,0.752
00b3bf0f,0.0,0.0,0.004,0.012,0.852,0.036,0.004,0.02,0.024,0.048
00b4b9ff,0.012,0.0,0.02,0.024,0.016,0.024,0.872,0.004,0.024,0.004
00ba5109,0.096,0.004,0.488,0.204,0.008,0.052,0.08,0.008,0.052,0.008
00bb2b82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00bbd930,0.0,0.7,0.032,0.02,0.02,0.112,0.048,0.02,0.04,0.008
00bbed52,0.008,0.784,0.072,0.016,0.004,0.012,0.028,0.016,0.056,0.004
00bc6efb,0.012,0.0,0.012,0.036,0.144,0.408,0.036,0.08,0.024,0.248
00bd03ab,0.096,0.0,0.044,0.152,0.028,0.332,0.068,0.0,0.208,0.072
00bd2bbc,0.0,0.0,0.004,0.016,0.812,0.028,0.004,0.02,0.016,0.1
00bd7c2b,0.112,0.004,0.32,0.316,0.012,0.056,0.02,0.0,0.148,0.012
00bdd88a,0.0,0.004,0.0,0.012,0.0,0.008,0.0,0.968,0.008,0.0
00bf859e,0.004,0.0,0.0,0.008,0.02,0.0,0.0,0.032,0.016,0.92
00bf9fdf,0.912,0.0,0.008,0.0,0.004,0.02,0.016,0.016,0.004,0.02
00c023df,0.996,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00c08a85,0.012,0.064,0.004,0.068,0.128,0.12,0.008,0.108,0.068,0.42
00c0ec2f,0.0,0.0,0.008,0.0,0.008,0.0,0.98,0.0,0.004,0.0
00c11e59,0.02,0.012,0.64,0.052,0.032,0.012,0.036,0.076,0.108,0.012
00c1399b,0.012,0.112,0.104,0.116,0.012,0.02,0.444,0.0,0.164,0.016
00c1e546,0.0,0.016,0.036,0.044,0.008,0.004,0.004,0.828,0.008,0.052
00c29ce6,0.06,0.0,0.068,0.112,0.048,0.12,0.172,0.008,0.404,0.008
00c2adef,0.856,0.004,0.032,0.008,0.008,0.036,0.012,0.012,0.016,0.016
00c49d05,0.004,0.04,0.868,0.028,0.012,0.008,0.008,0.012,0.02,0.0
00c4ba2f,0.036,0.196,0.084,0.064,0.076,0.044,0.128,0.016,0.328,0.028
00c6dba0,0.008,0.004,0.016,0.056,0.016,0.104,0.028,0.0,0.752,0.016
00c8f027,0.004,0.028,0.92,0.012,0.0,0.004,0.012,0.004,0.016,0.0
00c99d4d,0.0,0.84,0.02,0.012,0.0,0.024,0.076,0.0,0.024,0.004
00caf809,0.016,0.056,0.036,0.292,0.028,0.336,0.036,0.036,0.128,0.036
00cb9bf3,0.012,0.024,0.008,0.02,0.148,0.032,0.612,0.02,0.04,0.084
00cc6411,0.028,0.008,0.064,0.024,0.532,0.048,0.076,0.096,0.028,0.096
00d16df3,0.0,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0
00d41d86,0.0,0.088,0.812,0.044,0.0,0.0,0.004,0.02,0.032,0.0
00d4411d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d4f67c,0.032,0.0,0.036,0.0,0.036,0.008,0.88,0.0,0.004,0.004
00d5559d,0.02,0.036,0.12,0.188,0.0,0.028,0.004,0.032,0.556,0.016
00d74f6b,0.236,0.0,0.02,0.056,0.072,0.116,0.38,0.072,0.016,0.032
00d78440,0.012,0.0,0.0,0.032,0.056,0.016,0.016,0.04,0.016,0.812
00d80acd,0.008,0.004,0.02,0.016,0.748,0.04,0.012,0.056,0.032,0.064
00d87caf,0.0,0.0,0.004,0.012,0.872,0.004,0.012,0.032,0.008,0.056
00d93721,0.0,0.992,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0
00d9c275,0.004,0.0,0.028,0.056,0.116,0.0,0.004,0.044,0.008,0.74
00dacac7,0.96,0.0,0.008,0.004,0.0,0.016,0.004,0.0,0.0,0.008
00dcadd2,0.012,0.276,0.088,0.04,0.064,0.028,0.036,0.08,0.316,0.06
00dce382,0.024,0.0,0.02,0.004,0.032,0.064,0.828,0.0,0.024,0.004
00de758d,0.128,0.0,0.088,0.044,0.048,0.416,0.108,0.0,0.112,0.056
00dfd1a5,0.0,0.96,0.0,0.016,0.0,0.0,0.0,0.012,0.0,0.012
00e0121d,0.012,0.032,0.176,0.02,0.032,0.012,0.004,0.668,0.02,0.024
00e16476,0.008,0.0,0.004,0.016,0.004,0.008,0.0,0.948,0.0,0.012
00e37c36,0.0,0.0,0.028,0.0,0.028,0.004,0.94,0.0,0.0,0.0
00e38291,0.008,0.0,0.04,0.024,0.424,0.036,0.032,0.076,0.012,0.348
00e3dd89,0.0,0.984,0.008,0.004,0.0,0.0,0.0,0.0,0.004,0.0
00e42712,0.0,0.008,0.008,0.012,0.132,0.02,0.028,0.024,0.096,0.672
00e4e2c8,0.0,0.004,0.008,0.016,0.028,0.0,0.004,0.896,0.024,0.02
00e71e7b,0.012,0.008,0.064,0.016,0.04,0.02,0.788,0.012,0.036,0.004
00e90c45,0.0,0.008,0.004,0.056,0.076,0.068,0.016,0.108,0.008,0.656
00e91040,0.048,0.004,0.104,0.016,0.08,0.04,0.636,0.016,0.04,0.016
00f0760f,0.148,0.012,0.012,0.04,0.016,0.084,0.648,0.008,0.012,0.02
00f19d58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00f30e3d,0.0,0.02,0.036,0.024,0.024,0.024,0.0,0.66,0.06,0.152
00f32090,0.008,0.052,0.112,0.456,0.032,0.096,0.02,0.008,0.184,0.032
00f3780b,0.04,0.0,0.82,0.036,0.012,0.004,0.004,0.012,0.056,0.016
00f3820e,0.004,0.008,0.06,0.772,0.012,0.072,0.064,0.0,0.004,0.004
00f481c1,0.024,0.0,0.02,0.008,0.044,0.0,0.876,0.004,0.008,0.016
00f6cd32,0.008,0.0,0.012,0.024,0.06,0.032,0.0,0.012,0.02,0.832
00f9b2f1,0.516,0.0,0.096,0.024,0.036,0.044,0.184,0.028,0.02,0.052
00fa1fa9,0.0,0.996,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc41ab,0.656,0.0,0.008,0.06,0.016,0.152,0.052,0.016,0.032,0.008
00fdde06,0.0,0.876,0.04,0.02,0.0,0.016,0.012,0.004,0.028,0.004
0100bdeb,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.992,0.004,0.0
0101007e,0.0,0.0,0.004,0.028,0.044,0.02,0.004,0.836,0.024,0.04
01011bed,0.02,0.016,0.804,0.012,0.012,0.012,0.024,0.06,0.008,0.032
01023e31,0.064,0.02,0.076,0.22,0.032,0.344,0.024,0.02,0.124,0.076
0103f844,0.976,0.0,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0
010403ab,0.024,0.02,0.124,0.44,0.044,0.076,0.04,0.016,0.16,0.056
0104a2b1,0.0,0.052,0.844,0.02,0.0,0.016,0.032,0.016,0.016,0.004
0107ab60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01084df0,0.0,0.004,0.024,0.0,0.876,0.012,0.04,0.0,0.024,0.02
01085b54,0.004,0.132,0.128,0.08,0.164,0.108,0.156,0.092,0.072,0.064
0109de6b,0.008,0.008,0.036,0.0,0.02,0.0,0.876,0.012,0.012,0.028
010af44c,0.316,0.004,0.044,0.06,0.036,0.192,0.108,0.108,0.068,0.064
010ba2d7,0.012,0.0,0.804,0.008,0.032,0.02,0.056,0.012,0.028,0.028
010cd95c,0.916,0.0,0.012,0.02,0.008,0.0,0.016,0.016,0.004,0.008
010d0f8b,0.016,0.016,0.08,0.548,0.016,0.14,0.084,0.004,0.076,0.02
010d481c,0.0,0.996,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010d63e4,0.008,0.0,0.0,0.052,0.076,0.048,0.004,0.104,0.04,0.668
010e7d79,0.04,0.0,0.044,0.008,0.564,0.052,0.04,0.008,0.052,0.192
010f00bd,0.0,0.004,0.068,0.048,0.004,0.048,0.012,0.0,0.816,0.0
010fa89c,0.008,0.004,0.008,0.016,0.024,0.832,0.016,0.004,0.072,0.016
01105608,0.008,0.028,0.036,0.324,0.072,0.088,0.0,0.16,0.084,0.2
011284cf,0.0,0.0,0.964,0.0,0.004,0.0,0.012,0.004,0.012,0.004
0112c73a,0.0,0.0,0.848,0.024,0.012,0.004,0.004,0.08,0.016,0.012
011375f7,0.052,0.02,0.056,0.292,0.02,0.156,0.076,0.016,0.288,0.024
01139c0b,0.988,0.0,0.0,0.004,0.0,0.0,0.0,0.004,0.0,0.004
01140cf7,0.0,0.016,0.004,0.036,0.064,0.048,0.016,0.112,0.012,0.692
01154f8c,0.008,0.016,0.048,0.044,0.024,0.044,0.008,0.02,0.74,0.048
011613f6,0.0,0.012,0.036,0.012,0.016,0.02,0.868,0.004,0.024,0.008
0116c3df,0.0,0.0,0.0,0.952,0.0,0.032,0.0,0.0,0.016,0.0
0117d283,0.024,0.012,0.008,0.62,0.0,0.28,0.0,0.012,0.02,0.024
0119fcb5,0.056,0.004,0.432,0.116,0.048,0.08,0.084,0.02,0.072,0.088
011c0b6e,0.012,0.04,0.076,0.032,0.204,0.112,0.112,0.056,0.292,0.064
011d7f40,0.0,0.012,0.064,0.896,0.0,0.016,0.0,0.0,0.012,0.0
011ded76,0.008,0.036,0.568,0.08,0.032,0.02,0.012,0.152,0.044,0.048
0120212e,0.012,0.012,0.008,0.28,0.008,0.636,0.02,0.004,0.016,0.004
0122d4b3,0.028,0.016,0.084,0.064,0.036,0.044,0.6,0.008,0.092,0.028
0124f26b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0125ae32,0.0,0.044,0.092,0.012,0.0,0.0,0.0,0.708,0.124,0.02
01270a8e,0.028,0.0,0.004,0.016,0.004,0.02,0.008,0.9,0.004,0.016
01279975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01280074,0.044,0.004,0.172,0.116,0.048,0.076,0.076,0.016,0.332,0.116
01299af5,0.0,0.004,0.0,0.004,0.0,0.0,0.0,0.992,0.0,0.0
0129b594,0.012,0.068,0.1,0.052,0.008,0.02,0.02,0.016,0.704,0.0
012a70d7,0.0,0.0,0.004,0.016,0.132,0.052,0.02,0.028,0.032,0.716
012aaee6,0.036,0.012,0.072,0.476,0.024,0.152,0.128,0.02,0.024,0.056
012afeaf,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.992,0.0,0.004
012bb568,0.868,0.0,0.008,0.016,0.016,0.016,0.036,0.012,0.02,0.008
012bbb79,0.412,0.008,0.092,0.092,0.04,0.092,0.112,0.012,0.128,0.012
012e10c2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012ff3cf,0.024,0.0,0.02,0.052,0.012,0.732,0.104,0.012,0.016,0.028
0131af37,0.064,0.0,0.812,0.02,0.02,0.004,0.052,0.012,0.012,0.004
01321a09,0.88,0.0,0.016,0.004,0.0,0.004,0.076,0.016,0.0,0.004
01329d88,0.012,0.0,0.024,0.028,0.784,0.036,0.024,0.04,0.012,0.04
01330b2d,0.984,0.0,0.0,0.004,0.0,0.004,0.004,0.004,0.0,0.0
01346097,0.0,0.0,0.004,0.008,0.084,0.008,0.0,0.012,0.0,0.884
0135ff9c,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.976,0.0,0.016
01361308,0.004,0.028,0.428,0.112,0.016,0.02,0.004,0.3,0.052,0.036
0136239d,0.0,0.0,0.0,0.908,0.004,0.032,0.008,0.0,0.048,0.0
0138519a,0.004,0.0,0.02,0.004,0.0,0.012,0.0,0.944,0.012,0.004
01393e39,0.016,0.0,0.864,0.056,0.012,0.012,0.016,0.012,0.012,0.0
013960af,0.024,0.0,0.004,0.06,0.0,0.824,0.016,0.016,0.028,0.028
013a6fda,0.052,0.0,0.016,0.228,0.068,0.264,0.048,0.052,0.088,0.184
013a9d67,0.204,0.004,0.056,0.004,0.332,0.044,0.12,0.048,0.048,0.14
013ad631,0.032,0.0,0.192,0.644,0.016,0.072,0.016,0.004,0.024,0.0
013d21e3,0.028,0.116,0.452,0.068,0.036,0.104,0.136,0.024,0.036,0.0
013d4814,0.86,0.008,0.02,0.04,0.004,0.044,0.0,0.012,0.004,0.008
013e3a6d,0.012,0.064,0.036,0.076,0.628,0.02,0.044,0.06,0.02,0.04
013e923a,0.02,0.012,0.036,0.044,0.664,0.016,0.036,0.072,0.004,0.096
014143c4,0.004,0.0,0.012,0.036,0.016,0.792,0.024,0.0,0.104,0.012
01421a41,0.056,0.0,0.02,0.008,0.024,0.02,0.02,0.812,0.004,0.036
01434721,0.012,0.004,0.008,0.02,0.224,0.012,0.008,0.084,0.028,0.6
0143fcfa,0.0,0.004,0.012,0.932,0.004,0.004,0.004,0.004,0.036,0.0
014452b4,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.94,0.008,0.036
014508e0,0.092,0.0,0.068,0.012,0.148,0.1,0.048,0.176,0.096,0.26
0145209f,0.048,0.008,0.024,0.588,0.004,0.128,0.024,0.008,0.144,0.024
